seed,model,instance_id,cal_size,nonempty,feature_retention,rule_retention,violation_rate,rule_count
1,rf,351,1000,1,1.0,0.13333333333333333,0.0,2
1,rf,435,1000,1,1.0,0.13333333333333333,0.0,2
1,rf,446,1000,1,1.0,0.13333333333333333,0.5,2
1,logreg,17,2000,1,1.0,0.125,0.0,2
1,logreg,23,2000,1,1.0,0.125,0.0,2
1,logreg,44,2000,1,1.0,0.125,0.0,2
1,logreg,59,2000,1,1.0,0.125,0.0,2
1,logreg,80,2000,1,1.0,0.125,0.0,2
1,logreg,127,2000,1,0.5,0.0625,0.0,1
1,logreg,139,2000,1,1.0,0.125,0.0,2
1,logreg,161,2000,1,0.5,0.0625,0.0,1
1,logreg,184,2000,1,1.0,0.125,0.0,2
1,logreg,299,2000,1,1.0,0.125,0.0,2
1,logreg,323,2000,1,1.0,0.125,0.0,2
1,logreg,343,2000,1,1.0,0.125,0.0,2
1,logreg,347,2000,1,1.0,0.125,0.0,2
1,logreg,351,2000,1,1.0,0.125,0.0,2
1,logreg,435,2000,1,1.0,0.125,0.0,2
1,logreg,446,2000,1,1.0,0.125,0.5,2
1,rf,17,2000,1,1.0,0.13333333333333333,0.0,2
1,rf,23,2000,1,1.0,0.13333333333333333,0.0,2
1,rf,44,2000,1,1.0,0.13333333333333333,0.0,2
1,rf,59,2000,1,1.0,0.13333333333333333,0.0,2
1,rf,80,2000,1,1.0,0.13333333333333333,0.0,2
1,rf,127,2000,1,0.5,0.06666666666666667,0.0,1
1,rf,139,2000,1,1.0,0.13333333333333333,0.0,2
1,rf,161,2000,1,0.5,0.06666666666666667,0.0,1
1,rf,184,2000,1,1.0,0.13333333333333333,0.0,2
1,rf,299,2000,1,1.0,0.13333333333333333,0.0,2
1,rf,323,2000,1,1.0,0.13333333333333333,0.0,2
1,rf,343,2000,1,1.0,0.13333333333333333,0.0,2
1,rf,347,2000,1,1.0,0.13333333333333333,0.0,2
1,rf,351,2000,1,1.0,0.13333333333333333,0.0,2
1,rf,435,2000,1,1.0,0.13333333333333333,0.0,2
1,rf,446,2000,1,1.0,0.13333333333333333,0.5,2
1,logreg,17,5000,1,1.0,0.125,0.0,2
1,logreg,23,5000,1,1.0,0.125,0.0,2
1,logreg,44,5000,1,1.0,0.125,0.0,2
1,logreg,59,5000,1,1.0,0.125,0.0,2
1,logreg,80,5000,1,1.0,0.125,0.0,2
1,logreg,127,5000,1,0.5,0.0625,0.0,1
1,logreg,139,5000,1,1.0,0.125,0.0,2
1,logreg,161,5000,1,0.5,0.0625,0.0,1
1,logreg,184,5000,1,1.0,0.125,0.0,2
1,logreg,299,5000,1,1.0,0.125,0.0,2
1,logreg,323,5000,1,1.0,0.125,0.0,2
1,logreg,343,5000,1,1.0,0.125,0.0,2
1,logreg,347,5000,1,1.0,0.125,0.0,2
1,logreg,351,5000,1,1.0,0.125,0.0,2
1,logreg,435,5000,1,1.0,0.125,0.0,2
1,logreg,446,5000,1,1.0,0.125,0.5,2
1,rf,17,5000,1,1.0,0.125,0.0,2
1,rf,23,5000,1,1.0,0.125,0.0,2
1,rf,44,5000,1,1.0,0.125,0.0,2
1,rf,59,5000,1,1.0,0.125,0.0,2
1,rf,80,5000,1,1.0,0.125,0.0,2
1,rf,127,5000,1,0.5,0.0625,0.0,1
1,rf,139,5000,1,1.0,0.125,0.0,2
1,rf,161,5000,1,0.5,0.0625,0.0,1
1,rf,184,5000,1,1.0,0.125,0.0,2
1,rf,299,5000,1,1.0,0.125,0.0,2
1,rf,323,5000,1,1.0,0.125,0.0,2
1,rf,343,5000,1,1.0,0.125,0.0,2
1,rf,347,5000,1,1.0,0.125,0.0,2
1,rf,351,5000,1,1.0,0.125,0.0,2
1,rf,435,5000,1,1.0,0.125,0.0,2
1,rf,446,5000,1,1.0,0.125,0.5,2
