seed,model,instance_id,method,significance,top1_correct,top2_correct,noise_rules,total_rules,noise_rule_fraction
17,logreg,238,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,243,standard_multibin,,1,1,2,6,0.3333333333333333
17,logreg,243,guarded,0.05,1,1,2,4,0.5
17,logreg,243,guarded,0.1,1,1,2,4,0.5
17,logreg,243,guarded,0.2,1,1,2,4,0.5
17,logreg,245,standard_multibin,,1,1,3,7,0.42857142857142855
17,logreg,245,guarded,0.05,1,1,2,4,0.5
17,logreg,245,guarded,0.1,1,1,2,4,0.5
17,logreg,245,guarded,0.2,1,1,2,4,0.5
17,logreg,246,standard_multibin,,0,0,1,3,0.3333333333333333
17,logreg,246,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,246,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,246,guarded,0.2,1,1,0,1,0.0
17,logreg,248,standard_multibin,,0,0,1,3,0.3333333333333333
17,logreg,248,guarded,0.05,0,0,2,2,1.0
17,logreg,248,guarded,0.1,0,0,1,1,1.0
17,logreg,248,guarded,0.2,0,0,1,1,1.0
17,logreg,251,standard_multibin,,1,1,3,7,0.42857142857142855
17,logreg,251,guarded,0.05,1,1,2,4,0.5
17,logreg,251,guarded,0.1,1,1,2,4,0.5
17,logreg,251,guarded,0.2,1,1,2,4,0.5
17,logreg,255,standard_multibin,,1,1,3,7,0.42857142857142855
17,logreg,255,guarded,0.05,1,1,2,4,0.5
17,logreg,255,guarded,0.1,1,1,2,4,0.5
17,logreg,255,guarded,0.2,1,1,2,4,0.5
17,logreg,257,standard_multibin,,1,1,4,8,0.5
17,logreg,257,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,257,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,257,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,259,standard_multibin,,0,0,3,5,0.6
17,logreg,259,guarded,0.05,1,1,2,4,0.5
17,logreg,259,guarded,0.1,1,1,2,4,0.5
17,logreg,259,guarded,0.2,1,1,2,4,0.5
17,logreg,260,standard_multibin,,1,1,1,5,0.2
17,logreg,260,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,260,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,260,guarded,0.2,0,0,0,0,0.0
17,logreg,262,standard_multibin,,1,1,0,4,0.0
17,logreg,262,guarded,0.05,1,1,0,2,0.0
17,logreg,262,guarded,0.1,1,1,0,2,0.0
17,logreg,262,guarded,0.2,1,1,0,2,0.0
17,logreg,264,standard_multibin,,1,1,2,6,0.3333333333333333
17,logreg,264,guarded,0.05,1,1,2,4,0.5
17,logreg,264,guarded,0.1,1,1,2,4,0.5
17,logreg,264,guarded,0.2,1,1,2,4,0.5
17,logreg,266,standard_multibin,,1,1,0,3,0.0
17,logreg,266,guarded,0.05,1,1,2,4,0.5
17,logreg,266,guarded,0.1,1,1,2,4,0.5
17,logreg,266,guarded,0.2,1,1,2,4,0.5
17,logreg,267,standard_multibin,,1,1,0,4,0.0
17,logreg,267,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,267,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,267,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,272,standard_multibin,,0,0,3,5,0.6
17,logreg,272,guarded,0.05,1,1,2,4,0.5
17,logreg,272,guarded,0.1,1,1,2,4,0.5
17,logreg,272,guarded,0.2,1,1,2,4,0.5
17,logreg,274,standard_multibin,,1,1,0,4,0.0
17,logreg,274,guarded,0.05,1,1,0,2,0.0
17,logreg,274,guarded,0.1,1,1,0,2,0.0
17,logreg,274,guarded,0.2,1,1,0,2,0.0
17,logreg,275,standard_multibin,,0,0,3,5,0.6
17,logreg,275,guarded,0.05,1,1,2,4,0.5
17,logreg,275,guarded,0.1,1,1,2,4,0.5
17,logreg,275,guarded,0.2,1,1,2,4,0.5
17,logreg,281,standard_multibin,,1,0,2,5,0.4
17,logreg,281,guarded,0.05,1,1,2,4,0.5
17,logreg,281,guarded,0.1,1,1,2,4,0.5
17,logreg,281,guarded,0.2,1,1,2,4,0.5
17,logreg,282,standard_multibin,,1,1,4,8,0.5
17,logreg,282,guarded,0.05,1,1,2,4,0.5
17,logreg,282,guarded,0.1,1,1,2,4,0.5
17,logreg,282,guarded,0.2,1,1,2,4,0.5
17,logreg,283,standard_multibin,,1,0,3,6,0.5
17,logreg,283,guarded,0.05,1,1,2,4,0.5
17,logreg,283,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,283,guarded,0.2,1,1,0,2,0.0
17,logreg,285,standard_multibin,,1,1,2,6,0.3333333333333333
17,logreg,285,guarded,0.05,1,1,2,4,0.5
17,logreg,285,guarded,0.1,1,1,2,4,0.5
17,logreg,285,guarded,0.2,0,0,1,1,1.0
17,logreg,287,standard_multibin,,1,0,1,4,0.25
17,logreg,287,guarded,0.05,1,1,2,4,0.5
17,logreg,287,guarded,0.1,1,1,2,4,0.5
17,logreg,287,guarded,0.2,1,1,2,4,0.5
17,logreg,288,standard_multibin,,1,1,1,5,0.2
17,logreg,288,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,288,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,288,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,289,standard_multibin,,1,1,3,7,0.42857142857142855
17,logreg,289,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,289,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,289,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,292,standard_multibin,,1,1,0,2,0.0
17,logreg,292,guarded,0.05,1,1,0,2,0.0
17,logreg,292,guarded,0.1,1,1,0,2,0.0
17,logreg,292,guarded,0.2,1,1,0,2,0.0
17,logreg,293,standard_multibin,,1,1,2,5,0.4
17,logreg,293,guarded,0.05,1,1,2,4,0.5
17,logreg,293,guarded,0.1,1,1,2,4,0.5
17,logreg,293,guarded,0.2,1,1,2,4,0.5
17,logreg,297,standard_multibin,,1,1,3,7,0.42857142857142855
17,logreg,297,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,297,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,297,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,298,standard_multibin,,1,0,3,6,0.5
17,logreg,298,guarded,0.05,1,1,2,4,0.5
17,logreg,298,guarded,0.1,1,1,2,4,0.5
17,logreg,298,guarded,0.2,0,0,1,1,1.0
17,logreg,299,standard_multibin,,1,1,3,7,0.42857142857142855
17,logreg,299,guarded,0.05,1,1,2,4,0.5
17,logreg,299,guarded,0.1,1,1,2,4,0.5
17,logreg,299,guarded,0.2,1,1,2,4,0.5
17,logreg,300,standard_multibin,,1,1,1,5,0.2
17,logreg,300,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,300,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,300,guarded,0.2,1,1,0,2,0.0
17,logreg,304,standard_multibin,,1,1,3,7,0.42857142857142855
17,logreg,304,guarded,0.05,1,1,2,4,0.5
17,logreg,304,guarded,0.1,1,1,2,4,0.5
17,logreg,304,guarded,0.2,1,1,2,4,0.5
17,logreg,306,standard_multibin,,1,1,3,6,0.5
17,logreg,306,guarded,0.05,1,1,2,4,0.5
17,logreg,306,guarded,0.1,1,1,2,4,0.5
17,logreg,306,guarded,0.2,1,1,2,4,0.5
17,logreg,308,standard_multibin,,1,1,2,5,0.4
17,logreg,308,guarded,0.05,1,1,2,4,0.5
17,logreg,308,guarded,0.1,1,1,2,4,0.5
17,logreg,308,guarded,0.2,1,1,2,4,0.5
17,logreg,309,standard_multibin,,1,1,0,3,0.0
17,logreg,309,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,309,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,309,guarded,0.2,1,1,0,2,0.0
17,logreg,315,standard_multibin,,1,1,2,6,0.3333333333333333
17,logreg,315,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,315,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,315,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,317,standard_multibin,,1,1,1,5,0.2
17,logreg,317,guarded,0.05,1,1,2,4,0.5
17,logreg,317,guarded,0.1,1,1,2,4,0.5
17,logreg,317,guarded,0.2,1,1,2,4,0.5
17,logreg,318,standard_multibin,,1,1,1,5,0.2
17,logreg,318,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,318,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,318,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,321,standard_multibin,,1,1,0,4,0.0
17,logreg,321,guarded,0.05,1,1,0,2,0.0
17,logreg,321,guarded,0.1,1,1,0,2,0.0
17,logreg,321,guarded,0.2,1,1,0,2,0.0
17,logreg,323,standard_multibin,,1,1,1,4,0.25
17,logreg,323,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,323,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,323,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,325,standard_multibin,,1,1,1,5,0.2
17,logreg,325,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,325,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,325,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,327,standard_multibin,,1,1,0,4,0.0
17,logreg,327,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,327,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,327,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,328,standard_multibin,,1,0,3,6,0.5
17,logreg,328,guarded,0.05,1,1,2,4,0.5
17,logreg,328,guarded,0.1,1,1,2,4,0.5
17,logreg,328,guarded,0.2,1,1,2,4,0.5
17,logreg,331,standard_multibin,,1,1,0,4,0.0
17,logreg,331,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,331,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,331,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,332,standard_multibin,,1,1,1,3,0.3333333333333333
17,logreg,332,guarded,0.05,1,1,2,4,0.5
17,logreg,332,guarded,0.1,1,1,2,4,0.5
17,logreg,332,guarded,0.2,1,1,0,2,0.0
17,logreg,333,standard_multibin,,1,0,1,4,0.25
17,logreg,333,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,333,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,333,guarded,0.2,0,0,1,1,1.0
17,logreg,334,standard_multibin,,1,1,1,3,0.3333333333333333
17,logreg,334,guarded,0.05,0,0,0,0,0.0
17,logreg,334,guarded,0.1,0,0,0,0,0.0
17,logreg,334,guarded,0.2,0,0,0,0,0.0
17,logreg,335,standard_multibin,,1,1,0,3,0.0
17,logreg,335,guarded,0.05,1,1,2,4,0.5
17,logreg,335,guarded,0.1,1,1,2,4,0.5
17,logreg,335,guarded,0.2,1,1,2,4,0.5
17,logreg,336,standard_multibin,,0,0,2,4,0.5
17,logreg,336,guarded,0.05,1,1,2,4,0.5
17,logreg,336,guarded,0.1,1,1,2,4,0.5
17,logreg,336,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,337,standard_multibin,,1,1,3,5,0.6
17,logreg,337,guarded,0.05,1,1,2,4,0.5
17,logreg,337,guarded,0.1,1,1,2,4,0.5
17,logreg,337,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,339,standard_multibin,,0,0,3,5,0.6
17,logreg,339,guarded,0.05,1,1,2,4,0.5
17,logreg,339,guarded,0.1,1,1,2,4,0.5
17,logreg,339,guarded,0.2,1,1,2,4,0.5
17,logreg,340,standard_multibin,,1,1,1,5,0.2
17,logreg,340,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,340,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,340,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,342,standard_multibin,,1,1,0,3,0.0
17,logreg,342,guarded,0.05,1,1,0,2,0.0
17,logreg,342,guarded,0.1,1,1,0,2,0.0
17,logreg,342,guarded,0.2,1,1,0,2,0.0
17,logreg,344,standard_multibin,,1,1,0,4,0.0
17,logreg,344,guarded,0.05,1,1,0,2,0.0
17,logreg,344,guarded,0.1,1,1,0,2,0.0
17,logreg,344,guarded,0.2,1,1,0,2,0.0
17,logreg,345,standard_multibin,,1,1,3,7,0.42857142857142855
17,logreg,345,guarded,0.05,1,1,0,2,0.0
17,logreg,345,guarded,0.1,1,1,0,2,0.0
17,logreg,345,guarded,0.2,1,1,0,2,0.0
17,logreg,349,standard_multibin,,1,1,0,4,0.0
17,logreg,349,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,349,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,349,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,352,standard_multibin,,1,1,4,8,0.5
17,logreg,352,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,352,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,352,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,353,standard_multibin,,1,1,2,6,0.3333333333333333
17,logreg,353,guarded,0.05,1,1,2,4,0.5
17,logreg,353,guarded,0.1,1,1,2,4,0.5
17,logreg,353,guarded,0.2,1,1,2,4,0.5
17,logreg,354,standard_multibin,,1,1,2,6,0.3333333333333333
17,logreg,354,guarded,0.05,1,1,2,4,0.5
17,logreg,354,guarded,0.1,1,1,2,4,0.5
17,logreg,354,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,355,standard_multibin,,1,1,2,5,0.4
17,logreg,355,guarded,0.05,1,1,2,4,0.5
17,logreg,355,guarded,0.1,1,1,2,4,0.5
17,logreg,355,guarded,0.2,1,1,2,4,0.5
17,logreg,356,standard_multibin,,1,1,0,4,0.0
17,logreg,356,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,356,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,356,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,363,standard_multibin,,1,1,1,5,0.2
17,logreg,363,guarded,0.05,1,1,0,2,0.0
17,logreg,363,guarded,0.1,1,1,0,2,0.0
17,logreg,363,guarded,0.2,1,1,0,2,0.0
17,logreg,366,standard_multibin,,0,0,2,4,0.5
17,logreg,366,guarded,0.05,1,1,2,4,0.5
17,logreg,366,guarded,0.1,1,1,2,4,0.5
17,logreg,366,guarded,0.2,1,1,2,4,0.5
17,logreg,376,standard_multibin,,1,1,1,4,0.25
17,logreg,376,guarded,0.05,1,1,2,4,0.5
17,logreg,376,guarded,0.1,1,1,2,4,0.5
17,logreg,376,guarded,0.2,1,1,0,1,0.0
17,logreg,378,standard_multibin,,1,0,3,6,0.5
17,logreg,378,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,378,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,378,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,381,standard_multibin,,0,0,1,3,0.3333333333333333
17,logreg,381,guarded,0.05,1,1,2,4,0.5
17,logreg,381,guarded,0.1,1,1,2,4,0.5
17,logreg,381,guarded,0.2,1,1,2,4,0.5
17,logreg,383,standard_multibin,,1,1,2,5,0.4
17,logreg,383,guarded,0.05,1,1,2,4,0.5
17,logreg,383,guarded,0.1,1,1,2,4,0.5
17,logreg,383,guarded,0.2,1,1,2,4,0.5
17,logreg,384,standard_multibin,,1,0,3,6,0.5
17,logreg,384,guarded,0.05,1,1,2,4,0.5
17,logreg,384,guarded,0.1,1,1,2,4,0.5
17,logreg,384,guarded,0.2,1,1,2,4,0.5
17,logreg,389,standard_multibin,,1,1,0,4,0.0
17,logreg,389,guarded,0.05,1,1,0,2,0.0
17,logreg,389,guarded,0.1,1,1,0,2,0.0
17,logreg,389,guarded,0.2,1,1,0,2,0.0
17,logreg,398,standard_multibin,,1,1,0,4,0.0
17,logreg,398,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,398,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,398,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,399,standard_multibin,,1,1,1,5,0.2
17,logreg,399,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,399,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,399,guarded,0.2,0,0,0,0,0.0
17,logreg,401,standard_multibin,,1,1,4,8,0.5
17,logreg,401,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,401,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,401,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,404,standard_multibin,,1,1,2,6,0.3333333333333333
17,logreg,404,guarded,0.05,1,1,2,4,0.5
17,logreg,404,guarded,0.1,1,1,2,4,0.5
17,logreg,404,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,408,standard_multibin,,0,0,1,3,0.3333333333333333
17,logreg,408,guarded,0.05,1,1,2,4,0.5
17,logreg,408,guarded,0.1,1,1,2,4,0.5
17,logreg,408,guarded,0.2,1,1,2,4,0.5
17,logreg,409,standard_multibin,,1,1,0,2,0.0
17,logreg,409,guarded,0.05,1,1,0,2,0.0
17,logreg,409,guarded,0.1,1,1,0,2,0.0
17,logreg,409,guarded,0.2,1,1,0,2,0.0
17,logreg,414,standard_multibin,,0,0,2,4,0.5
17,logreg,414,guarded,0.05,1,1,2,4,0.5
17,logreg,414,guarded,0.1,1,1,2,4,0.5
17,logreg,414,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,417,standard_multibin,,1,0,1,3,0.3333333333333333
17,logreg,417,guarded,0.05,0,0,0,0,0.0
17,logreg,417,guarded,0.1,0,0,0,0,0.0
17,logreg,417,guarded,0.2,0,0,0,0,0.0
17,logreg,418,standard_multibin,,1,0,2,5,0.4
17,logreg,418,guarded,0.05,1,1,2,4,0.5
17,logreg,418,guarded,0.1,1,1,2,4,0.5
17,logreg,418,guarded,0.2,1,0,1,2,0.5
17,logreg,419,standard_multibin,,1,1,3,7,0.42857142857142855
17,logreg,419,guarded,0.05,1,1,2,4,0.5
17,logreg,419,guarded,0.1,1,1,2,4,0.5
17,logreg,419,guarded,0.2,1,1,2,4,0.5
17,logreg,420,standard_multibin,,1,1,2,5,0.4
17,logreg,420,guarded,0.05,1,1,2,4,0.5
17,logreg,420,guarded,0.1,1,1,2,4,0.5
17,logreg,420,guarded,0.2,1,1,2,4,0.5
17,logreg,423,standard_multibin,,1,0,3,6,0.5
17,logreg,423,guarded,0.05,1,1,2,4,0.5
17,logreg,423,guarded,0.1,1,1,2,4,0.5
17,logreg,423,guarded,0.2,1,1,2,4,0.5
17,logreg,427,standard_multibin,,1,1,3,5,0.6
17,logreg,427,guarded,0.05,1,1,2,4,0.5
17,logreg,427,guarded,0.1,1,1,2,4,0.5
17,logreg,427,guarded,0.2,1,1,2,4,0.5
17,logreg,429,standard_multibin,,1,1,4,8,0.5
17,logreg,429,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,429,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,429,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,430,standard_multibin,,0,0,3,5,0.6
17,logreg,430,guarded,0.05,1,1,2,4,0.5
17,logreg,430,guarded,0.1,1,1,2,4,0.5
17,logreg,430,guarded,0.2,1,1,2,4,0.5
17,logreg,431,standard_multibin,,0,0,3,5,0.6
17,logreg,431,guarded,0.05,1,1,2,4,0.5
17,logreg,431,guarded,0.1,1,1,2,4,0.5
17,logreg,431,guarded,0.2,1,1,2,4,0.5
17,logreg,433,standard_multibin,,1,1,0,4,0.0
17,logreg,433,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,433,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,433,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,436,standard_multibin,,1,1,0,3,0.0
17,logreg,436,guarded,0.05,1,1,2,4,0.5
17,logreg,436,guarded,0.1,1,1,2,4,0.5
17,logreg,436,guarded,0.2,1,1,2,4,0.5
17,logreg,438,standard_multibin,,1,1,2,6,0.3333333333333333
17,logreg,438,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,438,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,438,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,439,standard_multibin,,0,0,3,5,0.6
17,logreg,439,guarded,0.05,1,1,2,4,0.5
17,logreg,439,guarded,0.1,1,1,2,4,0.5
17,logreg,439,guarded,0.2,1,1,0,2,0.0
17,logreg,440,standard_multibin,,1,1,1,3,0.3333333333333333
17,logreg,440,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,440,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,440,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,442,standard_multibin,,1,0,2,5,0.4
17,logreg,442,guarded,0.05,1,1,2,4,0.5
17,logreg,442,guarded,0.1,1,1,2,4,0.5
17,logreg,442,guarded,0.2,1,1,2,4,0.5
17,logreg,443,standard_multibin,,0,0,2,4,0.5
17,logreg,443,guarded,0.05,1,1,2,4,0.5
17,logreg,443,guarded,0.1,0,0,1,1,1.0
17,logreg,443,guarded,0.2,0,0,1,1,1.0
17,logreg,444,standard_multibin,,1,1,0,3,0.0
17,logreg,444,guarded,0.05,1,1,0,2,0.0
17,logreg,444,guarded,0.1,1,1,0,2,0.0
17,logreg,444,guarded,0.2,1,1,0,2,0.0
17,logreg,445,standard_multibin,,1,0,1,4,0.25
17,logreg,445,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,445,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,445,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,446,standard_multibin,,1,1,2,4,0.5
17,logreg,446,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,446,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,446,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,447,standard_multibin,,1,0,2,5,0.4
17,logreg,447,guarded,0.05,1,1,2,4,0.5
17,logreg,447,guarded,0.1,1,1,2,4,0.5
17,logreg,447,guarded,0.2,1,1,2,4,0.5
17,logreg,450,standard_multibin,,1,1,3,6,0.5
17,logreg,450,guarded,0.05,1,1,2,4,0.5
17,logreg,450,guarded,0.1,1,1,2,4,0.5
17,logreg,450,guarded,0.2,1,1,2,4,0.5
17,logreg,451,standard_multibin,,1,1,4,8,0.5
17,logreg,451,guarded,0.05,1,1,2,4,0.5
17,logreg,451,guarded,0.1,1,1,2,4,0.5
17,logreg,451,guarded,0.2,1,1,2,4,0.5
17,logreg,456,standard_multibin,,1,1,1,5,0.2
17,logreg,456,guarded,0.05,1,1,2,4,0.5
17,logreg,456,guarded,0.1,1,1,2,4,0.5
17,logreg,456,guarded,0.2,1,1,2,4,0.5
17,logreg,457,standard_multibin,,0,0,3,5,0.6
17,logreg,457,guarded,0.05,1,1,2,4,0.5
17,logreg,457,guarded,0.1,1,1,2,4,0.5
17,logreg,457,guarded,0.2,1,1,2,4,0.5
17,logreg,461,standard_multibin,,1,1,3,7,0.42857142857142855
17,logreg,461,guarded,0.05,1,1,2,4,0.5
17,logreg,461,guarded,0.1,1,1,2,4,0.5
17,logreg,461,guarded,0.2,1,1,2,4,0.5
17,logreg,463,standard_multibin,,0,0,1,3,0.3333333333333333
17,logreg,463,guarded,0.05,1,1,0,2,0.0
17,logreg,463,guarded,0.1,1,1,0,2,0.0
17,logreg,463,guarded,0.2,1,1,0,1,0.0
17,logreg,465,standard_multibin,,1,1,3,7,0.42857142857142855
17,logreg,465,guarded,0.05,1,1,2,4,0.5
17,logreg,465,guarded,0.1,1,1,2,4,0.5
17,logreg,465,guarded,0.2,1,1,2,4,0.5
17,logreg,468,standard_multibin,,1,1,3,5,0.6
17,logreg,468,guarded,0.05,1,1,2,4,0.5
17,logreg,468,guarded,0.1,1,1,2,4,0.5
17,logreg,468,guarded,0.2,1,1,2,4,0.5
17,logreg,469,standard_multibin,,1,1,3,7,0.42857142857142855
17,logreg,469,guarded,0.05,1,1,2,4,0.5
17,logreg,469,guarded,0.1,1,1,2,4,0.5
17,logreg,469,guarded,0.2,1,1,2,4,0.5
17,logreg,473,standard_multibin,,1,1,3,6,0.5
17,logreg,473,guarded,0.05,1,1,2,4,0.5
17,logreg,473,guarded,0.1,1,1,2,4,0.5
17,logreg,473,guarded,0.2,1,1,2,4,0.5
17,logreg,477,standard_multibin,,0,0,1,3,0.3333333333333333
17,logreg,477,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,477,guarded,0.1,1,1,0,2,0.0
17,logreg,477,guarded,0.2,1,1,0,2,0.0
17,logreg,478,standard_multibin,,1,1,3,5,0.6
17,logreg,478,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,478,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,478,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,481,standard_multibin,,0,0,1,3,0.3333333333333333
17,logreg,481,guarded,0.05,1,1,2,4,0.5
17,logreg,481,guarded,0.1,1,1,2,4,0.5
17,logreg,481,guarded,0.2,1,1,0,2,0.0
17,logreg,483,standard_multibin,,0,0,4,6,0.6666666666666666
17,logreg,483,guarded,0.05,1,1,2,4,0.5
17,logreg,483,guarded,0.1,1,1,2,4,0.5
17,logreg,483,guarded,0.2,1,1,2,4,0.5
17,logreg,486,standard_multibin,,1,1,1,3,0.3333333333333333
17,logreg,486,guarded,0.05,1,0,1,2,0.5
17,logreg,486,guarded,0.1,0,0,1,1,1.0
17,logreg,486,guarded,0.2,0,0,0,0,0.0
17,logreg,487,standard_multibin,,0,0,3,5,0.6
17,logreg,487,guarded,0.05,1,1,2,4,0.5
17,logreg,487,guarded,0.1,1,1,2,4,0.5
17,logreg,487,guarded,0.2,1,1,2,4,0.5
17,logreg,489,standard_multibin,,1,1,4,8,0.5
17,logreg,489,guarded,0.05,1,1,1,3,0.3333333333333333
17,logreg,489,guarded,0.1,1,1,1,3,0.3333333333333333
17,logreg,489,guarded,0.2,1,1,1,3,0.3333333333333333
17,logreg,494,standard_multibin,,1,1,3,6,0.5
17,logreg,494,guarded,0.05,1,1,2,4,0.5
17,logreg,494,guarded,0.1,1,1,2,4,0.5
17,logreg,494,guarded,0.2,1,1,2,4,0.5
17,logreg,496,standard_multibin,,1,1,3,7,0.42857142857142855
17,logreg,496,guarded,0.05,0,0,1,1,1.0
17,logreg,496,guarded,0.1,0,0,1,1,1.0
17,logreg,496,guarded,0.2,0,0,1,1,1.0
17,logreg,497,standard_multibin,,1,0,2,5,0.4
17,logreg,497,guarded,0.05,1,0,2,3,0.6666666666666666
17,logreg,497,guarded,0.1,1,1,0,1,0.0
17,logreg,497,guarded,0.2,1,1,0,1,0.0
17,rf,3,standard_multibin,,1,1,0,3,0.0
17,rf,3,guarded,0.05,1,1,1,3,0.3333333333333333
17,rf,3,guarded,0.1,1,1,1,3,0.3333333333333333
17,rf,3,guarded,0.2,1,1,1,3,0.3333333333333333
17,rf,4,standard_multibin,,1,0,3,6,0.5
17,rf,4,guarded,0.05,1,1,2,4,0.5
17,rf,4,guarded,0.1,1,1,2,4,0.5
17,rf,4,guarded,0.2,1,1,2,4,0.5
17,rf,8,standard_multibin,,1,1,0,4,0.0
17,rf,8,guarded,0.05,1,1,2,4,0.5
17,rf,8,guarded,0.1,1,1,2,4,0.5
17,rf,8,guarded,0.2,1,1,2,4,0.5
17,rf,10,standard_multibin,,0,0,3,5,0.6
17,rf,10,guarded,0.05,1,1,2,4,0.5
17,rf,10,guarded,0.1,1,1,2,4,0.5
17,rf,10,guarded,0.2,1,1,2,4,0.5
17,rf,16,standard_multibin,,1,1,1,4,0.25
