task,dataset,n_features,n_classes,n_cal,seed,significance,n_neighbors,normalize_guard,regression_mode,threshold_value,explanation_type,n_test_instances,mean_standard_rules_per_instance,mean_guarded_rules_per_instance,guard_retention_rate,fraction_instances_fully_filtered,n_instances_fully_filtered,task_skipped,skip_reason,error
regression,friedm,5,,100,2,0.1,5,True,plain,,factual,100,5.0,4.71,0.942,0.02,2,False,,
regression,friedm,5,,100,2,0.1,5,True,plain,,alternative,100,7.67,27.97,0.907822135670237,0.0,0,False,,
regression,friedm,5,,100,2,0.2,5,True,plain,,factual,100,5.0,4.02,0.8088531187122736,0.08,8,False,,
regression,friedm,5,,100,2,0.2,5,True,plain,,alternative,100,7.67,23.61,0.7653160453808752,0.0,0,False,,
regression,friedm,5,,100,2,0.05,5,True,p25,10.8796203025,factual,100,4.7,4.6,0.9603340292275574,0.02,2,False,,
regression,friedm,5,,100,2,0.05,5,True,p25,10.8796203025,alternative,100,7.21,25.34,0.9469357249626308,0.0,0,False,,
regression,friedm,5,,100,2,0.1,5,True,p25,10.8796203025,factual,100,4.7,4.47,0.9390756302521008,0.03,3,False,,
regression,friedm,5,,100,2,0.1,5,True,p25,10.8796203025,alternative,100,7.21,24.18,0.8948926720947447,0.0,0,False,,
regression,friedm,5,,100,2,0.2,5,True,p25,10.8796203025,factual,100,4.7,3.81,0.8004201680672269,0.09,9,False,,
regression,friedm,5,,100,2,0.2,5,True,p25,10.8796203025,alternative,100,7.21,20.44,0.7384393063583815,0.0,0,False,,
regression,friedm,5,,100,2,0.05,5,True,p50,14.623786125,factual,100,4.81,4.71,0.9612244897959183,0.02,2,False,,
regression,friedm,5,,100,2,0.05,5,True,p50,14.623786125,alternative,100,7.34,24.9,0.9460486322188449,0.0,0,False,,
regression,friedm,5,,100,2,0.1,5,True,p50,14.623786125,factual,100,4.81,4.56,0.9402061855670103,0.03,3,False,,
regression,friedm,5,,100,2,0.1,5,True,p50,14.623786125,alternative,100,7.34,23.7,0.892991710625471,0.0,0,False,,
regression,friedm,5,,100,2,0.2,5,True,p50,14.623786125,factual,100,4.81,3.87,0.8029045643153527,0.07,7,False,,
regression,friedm,5,,100,2,0.2,5,True,p50,14.623786125,alternative,100,7.34,20.17,0.7358628237869391,0.0,0,False,,
regression,friedm,5,,100,2,0.05,5,True,p75,18.329808905,factual,100,4.74,4.7,0.9611451942740287,0.02,2,False,,
regression,friedm,5,,100,2,0.05,5,True,p75,18.329808905,alternative,100,7.06,24.5,0.9452160493827161,0.0,0,False,,
regression,friedm,5,,100,2,0.1,5,True,p75,18.329808905,factual,100,4.74,4.55,0.9400826446280992,0.03,3,False,,
regression,friedm,5,,100,2,0.1,5,True,p75,18.329808905,alternative,100,7.06,23.32,0.8914373088685015,0.0,0,False,,
regression,friedm,5,,100,2,0.2,5,True,p75,18.329808905,factual,100,4.74,3.92,0.8049281314168378,0.07,7,False,,
regression,friedm,5,,100,2,0.2,5,True,p75,18.329808905,alternative,100,7.06,19.72,0.7314540059347181,0.0,0,False,,
regression,friedm,5,,300,2,0.05,5,True,plain,,factual,100,5.0,4.68,0.936,0.03,3,False,,
regression,friedm,5,,300,2,0.05,5,True,plain,,alternative,100,8.77,31.29,0.8968185726569218,0.0,0,False,,
regression,friedm,5,,300,2,0.1,5,True,plain,,factual,100,5.0,4.42,0.8857715430861723,0.06,6,False,,
regression,friedm,5,,300,2,0.1,5,True,plain,,alternative,100,8.77,28.95,0.8290378006872853,0.0,0,False,,
regression,friedm,5,,300,2,0.2,5,True,plain,,factual,100,5.0,4.0,0.8016032064128257,0.08,8,False,,
regression,friedm,5,,300,2,0.2,5,True,plain,,alternative,100,8.77,24.68,0.7061516452074392,0.01,1,False,,
regression,friedm,5,,300,2,0.05,5,True,p25,10.8796203025,factual,100,4.93,4.68,0.936,0.03,3,False,,
regression,friedm,5,,300,2,0.05,5,True,p25,10.8796203025,alternative,100,8.65,28.96,0.8894348894348895,0.0,0,False,,
regression,friedm,5,,300,2,0.1,5,True,p25,10.8796203025,factual,100,4.93,4.39,0.8850806451612904,0.06,6,False,,
regression,friedm,5,,300,2,0.1,5,True,p25,10.8796203025,alternative,100,8.65,26.81,0.8178767541183648,0.0,0,False,,
regression,friedm,5,,300,2,0.2,5,True,p25,10.8796203025,factual,100,4.93,3.95,0.7995951417004049,0.08,8,False,,
regression,friedm,5,,300,2,0.2,5,True,p25,10.8796203025,alternative,100,8.65,22.98,0.6911278195488721,0.01,1,False,,
regression,friedm,5,,300,2,0.05,5,True,p50,14.623786125,factual,100,4.85,4.63,0.9353535353535354,0.03,3,False,,
regression,friedm,5,,300,2,0.05,5,True,p50,14.623786125,alternative,100,8.31,27.63,0.8847262247838616,0.0,0,False,,
regression,friedm,5,,300,2,0.1,5,True,p50,14.623786125,factual,100,4.85,4.31,0.8831967213114754,0.07,7,False,,
regression,friedm,5,,300,2,0.1,5,True,p50,14.623786125,alternative,100,8.31,25.67,0.811314791403287,0.0,0,False,,
regression,friedm,5,,300,2,0.2,5,True,p50,14.623786125,factual,100,4.85,3.87,0.7962962962962963,0.08,8,False,,
regression,friedm,5,,300,2,0.2,5,True,p50,14.623786125,alternative,100,8.31,22.05,0.682240099009901,0.01,1,False,,
regression,friedm,5,,300,2,0.05,5,True,p75,18.329808905,factual,100,4.73,4.61,0.9350912778904665,0.03,3,False,,
regression,friedm,5,,300,2,0.05,5,True,p75,18.329808905,alternative,100,8.06,26.65,0.8809917355371901,0.0,0,False,,
regression,friedm,5,,300,2,0.1,5,True,p75,18.329808905,factual,100,4.73,4.31,0.8831967213114754,0.06,6,False,,
regression,friedm,5,,300,2,0.1,5,True,p75,18.329808905,alternative,100,8.06,24.9,0.8066083576287658,0.0,0,False,,
regression,friedm,5,,300,2,0.2,5,True,p75,18.329808905,factual,100,4.73,3.87,0.7962962962962963,0.09,9,False,,
regression,friedm,5,,300,2,0.2,5,True,p75,18.329808905,alternative,100,8.06,21.25,0.6741751269035533,0.01,1,False,,
regression,friedm,5,,500,2,0.05,5,True,plain,,factual,100,5.0,4.77,0.954,0.02,2,False,,
regression,friedm,5,,500,2,0.05,5,True,plain,,alternative,100,8.52,31.6,0.9368514675363179,0.0,0,False,,
regression,friedm,5,,500,2,0.1,5,True,plain,,factual,100,5.0,4.59,0.9198396793587175,0.02,2,False,,
regression,friedm,5,,500,2,0.1,5,True,plain,,alternative,100,8.52,29.22,0.8662911354876964,0.0,0,False,,
regression,friedm,5,,500,2,0.2,5,True,plain,,factual,100,5.0,4.07,0.8156312625250501,0.09,9,False,,
regression,friedm,5,,500,2,0.2,5,True,plain,,alternative,100,8.52,25.4,0.75125702454895,0.0,0,False,,
regression,friedm,5,,500,2,0.05,5,True,p25,10.8796203025,factual,100,4.93,4.75,0.9538152610441767,0.02,2,False,,
regression,friedm,5,,500,2,0.05,5,True,p25,10.8796203025,alternative,100,8.24,29.18,0.9319706164164804,0.0,0,False,,
regression,friedm,5,,500,2,0.1,5,True,p25,10.8796203025,factual,100,4.93,4.54,0.9190283400809717,0.02,2,False,,
regression,friedm,5,,500,2,0.1,5,True,p25,10.8796203025,alternative,100,8.24,27.01,0.8569162436548223,0.0,0,False,,
regression,friedm,5,,500,2,0.2,5,True,p25,10.8796203025,factual,100,4.93,4.02,0.8137651821862348,0.09,9,False,,
regression,friedm,5,,500,2,0.2,5,True,p25,10.8796203025,alternative,100,8.24,23.46,0.7361154690931911,0.0,0,False,,
regression,friedm,5,,500,2,0.05,5,True,p50,14.623786125,factual,100,4.93,4.75,0.9538152610441767,0.02,2,False,,
regression,friedm,5,,500,2,0.05,5,True,p50,14.623786125,alternative,100,8.28,28.45,0.9303466317854807,0.0,0,False,,
regression,friedm,5,,500,2,0.1,5,True,p50,14.623786125,factual,100,4.93,4.57,0.9195171026156942,0.02,2,False,,
regression,friedm,5,,500,2,0.1,5,True,p50,14.623786125,alternative,100,8.28,26.28,0.8535238713868138,0.0,0,False,,
regression,friedm,5,,500,2,0.2,5,True,p50,14.623786125,factual,100,4.93,4.04,0.8145161290322581,0.09,9,False,,
regression,friedm,5,,500,2,0.2,5,True,p50,14.623786125,alternative,100,8.28,22.8,0.7305350849086831,0.0,0,False,,
regression,friedm,5,,500,2,0.05,5,True,p75,18.329808905,factual,100,4.96,4.74,0.9537223340040242,0.02,2,False,,
regression,friedm,5,,500,2,0.05,5,True,p75,18.329808905,alternative,100,8.06,28.22,0.9298187808896211,0.0,0,False,,
regression,friedm,5,,500,2,0.1,5,True,p75,18.329808905,factual,100,4.96,4.56,0.9193548387096774,0.02,2,False,,
regression,friedm,5,,500,2,0.1,5,True,p75,18.329808905,alternative,100,8.06,26.1,0.8526625285854296,0.0,0,False,,
regression,friedm,5,,500,2,0.2,5,True,p75,18.329808905,factual,100,4.96,4.01,0.8133874239350912,0.09,9,False,,
regression,friedm,5,,500,2,0.2,5,True,p75,18.329808905,alternative,100,8.06,22.69,0.7295819935691318,0.0,0,False,,
regression,heating,8,,100,0,0.05,5,True,plain,,factual,100,8.0,7.14,0.9622641509433962,0.03,3,False,,
regression,heating,8,,100,0,0.05,5,True,plain,,alternative,100,19.54,29.1,0.911939830774052,0.0,0,False,,
regression,heating,8,,100,0,0.1,5,True,plain,,factual,100,8.0,5.33,0.827639751552795,0.13,13,False,,
regression,heating,8,,100,0,0.1,5,True,plain,,alternative,100,19.54,19.93,0.6136083743842364,0.0,0,False,,
regression,heating,8,,100,0,0.2,5,True,plain,,factual,100,8.0,3.78,0.6702127659574468,0.22,22,False,,
regression,heating,8,,100,0,0.2,5,True,plain,,alternative,100,19.54,11.09,0.34070660522273427,0.0,0,False,,
regression,heating,8,,100,0,0.05,5,True,p25,13.0,factual,100,7.79,7.21,0.9626168224299065,0.03,3,False,,
regression,heating,8,,100,0,0.05,5,True,p25,13.0,alternative,100,20.06,24.44,0.8981991914737228,0.0,0,False,,
regression,heating,8,,100,0,0.1,5,True,p25,13.0,factual,100,7.79,6.06,0.8451882845188284,0.13,13,False,,
regression,heating,8,,100,0,0.1,5,True,p25,13.0,alternative,100,20.06,15.52,0.5464788732394367,0.0,0,False,,
regression,heating,8,,100,0,0.2,5,True,p25,13.0,factual,100,7.79,5.01,0.7292576419213974,0.22,22,False,,
regression,heating,8,,100,0,0.2,5,True,p25,13.0,alternative,100,20.06,7.77,0.26455566905005107,0.0,0,False,,
regression,heating,8,,100,0,0.05,5,True,p50,18.89,factual,100,7.88,7.51,0.9640564826700898,0.03,3,False,,
regression,heating,8,,100,0,0.05,5,True,p50,18.89,alternative,100,21.13,24.32,0.898411525674178,0.0,0,False,,
regression,heating,8,,100,0,0.1,5,True,p50,18.89,factual,100,7.88,6.53,0.8547120418848168,0.13,13,False,,
regression,heating,8,,100,0,0.1,5,True,p50,18.89,alternative,100,21.13,15.81,0.5541535226077813,0.0,0,False,,
regression,heating,8,,100,0,0.2,5,True,p50,18.89,factual,100,7.88,5.65,0.7523302263648469,0.22,22,False,,
regression,heating,8,,100,0,0.2,5,True,p50,18.89,alternative,100,21.13,8.18,0.27579231287929873,0.0,0,False,,
regression,heating,8,,100,0,0.05,5,True,p75,31.645,factual,100,7.78,7.5,0.9640102827763496,0.03,3,False,,
regression,heating,8,,100,0,0.05,5,True,p75,31.645,alternative,100,20.05,22.12,0.8844462215113954,0.0,0,False,,
regression,heating,8,,100,0,0.1,5,True,p75,31.645,factual,100,7.78,6.23,0.8487738419618529,0.13,13,False,,
regression,heating,8,,100,0,0.1,5,True,p75,31.645,alternative,100,20.05,14.55,0.5396884272997032,0.0,0,False,,
regression,heating,8,,100,0,0.2,5,True,p75,31.645,factual,100,7.78,5.07,0.7316017316017316,0.22,22,False,,
regression,heating,8,,100,0,0.2,5,True,p75,31.645,alternative,100,20.05,7.39,0.2597539543057997,0.0,0,False,,
regression,heating,8,,300,0,0.05,5,True,plain,,factual,100,8.0,5.82,0.9356913183279743,0.0,0,False,,
regression,heating,8,,300,0,0.05,5,True,plain,,alternative,100,19.42,22.94,0.7108769755190579,0.0,0,False,,
regression,heating,8,,300,0,0.1,5,True,plain,,factual,100,8.0,5.82,0.9356913183279743,0.0,0,False,,
regression,heating,8,,300,0,0.1,5,True,plain,,alternative,100,19.42,22.94,0.7108769755190579,0.0,0,False,,
regression,heating,8,,300,0,0.2,5,True,plain,,factual,100,8.0,5.82,0.9356913183279743,0.0,0,False,,
regression,heating,8,,300,0,0.2,5,True,plain,,alternative,100,19.42,22.94,0.7108769755190579,0.0,0,False,,
regression,heating,8,,300,0,0.05,5,True,p25,13.0,factual,100,7.79,6.74,0.9439775910364145,0.0,0,False,,
regression,heating,8,,300,0,0.05,5,True,p25,13.0,alternative,100,20.2,19.9,0.6662202879142953,0.0,0,False,,
regression,heating,8,,300,0,0.1,5,True,p25,13.0,factual,100,7.79,6.74,0.9439775910364145,0.0,0,False,,
regression,heating,8,,300,0,0.1,5,True,p25,13.0,alternative,100,20.2,19.9,0.6662202879142953,0.0,0,False,,
regression,heating,8,,300,0,0.2,5,True,p25,13.0,factual,100,7.79,6.74,0.9439775910364145,0.0,0,False,,
regression,heating,8,,300,0,0.2,5,True,p25,13.0,alternative,100,20.2,19.9,0.6662202879142953,0.0,0,False,,
regression,heating,8,,300,0,0.05,5,True,p50,18.89,factual,100,7.89,7.16,0.9470899470899471,0.0,0,False,,
regression,heating,8,,300,0,0.05,5,True,p50,18.89,alternative,100,22.58,21.67,0.6905672402804334,0.0,0,False,,
regression,heating,8,,300,0,0.1,5,True,p50,18.89,factual,100,7.89,7.16,0.9470899470899471,0.0,0,False,,
regression,heating,8,,300,0,0.1,5,True,p50,18.89,alternative,100,22.58,21.67,0.6905672402804334,0.0,0,False,,
regression,heating,8,,300,0,0.2,5,True,p50,18.89,factual,100,7.89,7.16,0.9470899470899471,0.0,0,False,,
regression,heating,8,,300,0,0.2,5,True,p50,18.89,alternative,100,22.58,21.67,0.6905672402804334,0.0,0,False,,
regression,heating,8,,300,0,0.05,5,True,p75,31.645,factual,100,7.91,7.34,0.9483204134366925,0.0,0,False,,
regression,heating,8,,300,0,0.05,5,True,p75,31.645,alternative,100,22.37,21.1,0.6815245478036176,0.0,0,False,,
regression,heating,8,,300,0,0.1,5,True,p75,31.645,factual,100,7.91,7.34,0.9483204134366925,0.0,0,False,,
regression,heating,8,,300,0,0.1,5,True,p75,31.645,alternative,100,22.37,21.1,0.6815245478036176,0.0,0,False,,
regression,heating,8,,300,0,0.2,5,True,p75,31.645,factual,100,7.91,7.34,0.9483204134366925,0.0,0,False,,
regression,heating,8,,300,0,0.2,5,True,p75,31.645,alternative,100,22.37,21.1,0.6815245478036176,0.0,0,False,,
regression,heating,8,,500,0,0.05,5,True,plain,,factual,100,8.0,5.88,0.9363057324840764,0.05,5,False,,
regression,heating,8,,500,0,0.05,5,True,plain,,alternative,100,19.42,24.68,0.7496962332928311,0.04,4,False,,
regression,heating,8,,500,0,0.1,5,True,plain,,factual,100,8.0,5.35,0.8872305140961857,0.08,8,False,,
regression,heating,8,,500,0,0.1,5,True,plain,,alternative,100,19.42,15.47,0.4706419227258899,0.04,4,False,,
regression,heating,8,,500,0,0.2,5,True,plain,,factual,100,8.0,2.37,0.5185995623632386,0.2,20,False,,
regression,heating,8,,500,0,0.2,5,True,plain,,alternative,100,19.42,6.94,0.21466130528920507,0.06,6,False,,
regression,heating,8,,500,0,0.05,5,True,p25,13.0,factual,100,7.89,6.79,0.9443671766342142,0.05,5,False,,
regression,heating,8,,500,0,0.05,5,True,p25,13.0,alternative,100,20.88,21.81,0.7113502935420744,0.04,4,False,,
regression,heating,8,,500,0,0.1,5,True,p25,13.0,factual,100,7.89,6.47,0.9048951048951049,0.08,8,False,,
regression,heating,8,,500,0,0.1,5,True,p25,13.0,alternative,100,20.88,13.11,0.42032702789355564,0.04,4,False,,
regression,heating,8,,500,0,0.2,5,True,p25,13.0,factual,100,7.89,4.52,0.6726190476190477,0.2,20,False,,
regression,heating,8,,500,0,0.2,5,True,p25,13.0,alternative,100,20.88,5.72,0.18089816571790007,0.06,6,False,,
regression,heating,8,,500,0,0.05,5,True,p50,18.89,factual,100,7.95,7.43,0.9489144316730523,0.05,5,False,,
regression,heating,8,,500,0,0.05,5,True,p50,18.89,alternative,100,22.74,23.25,0.7283834586466166,0.04,4,False,,
regression,heating,8,,500,0,0.1,5,True,p50,18.89,factual,100,7.95,7.14,0.9130434782608695,0.08,8,False,,
regression,heating,8,,500,0,0.1,5,True,p50,18.89,alternative,100,22.74,14.37,0.44269870609981515,0.04,4,False,,
regression,heating,8,,500,0,0.2,5,True,p50,18.89,factual,100,7.95,5.53,0.7153945666235446,0.2,20,False,,
regression,heating,8,,500,0,0.2,5,True,p50,18.89,alternative,100,22.74,6.41,0.19596453683888718,0.06,6,False,,
regression,heating,8,,500,0,0.05,5,True,p75,31.645,factual,100,7.96,7.31,0.9481193255512321,0.05,5,False,,
regression,heating,8,,500,0,0.05,5,True,p75,31.645,alternative,100,22.51,23.05,0.7214397496087637,0.04,4,False,,
regression,heating,8,,500,0,0.1,5,True,p75,31.645,factual,100,7.96,6.84,0.9095744680851063,0.08,8,False,,
regression,heating,8,,500,0,0.1,5,True,p75,31.645,alternative,100,22.51,14.16,0.4367674275138803,0.04,4,False,,
regression,heating,8,,500,0,0.2,5,True,p75,31.645,factual,100,7.96,5.2,0.7027027027027027,0.2,20,False,,
regression,heating,8,,500,0,0.2,5,True,p75,31.645,alternative,100,22.51,6.13,0.18826781326781328,0.06,6,False,,
regression,heating,8,,100,1,0.05,5,True,plain,,factual,100,8.0,7.5,0.9973404255319149,0.0,0,False,,
regression,heating,8,,100,1,0.05,5,True,plain,,alternative,100,19.8,30.78,0.9511742892459827,0.0,0,False,,
regression,heating,8,,100,1,0.1,5,True,plain,,factual,100,8.0,7.5,0.9973404255319149,0.0,0,False,,
regression,heating,8,,100,1,0.1,5,True,plain,,alternative,100,19.8,30.78,0.9511742892459827,0.0,0,False,,
regression,heating,8,,100,1,0.2,5,True,plain,,factual,100,8.0,4.91,0.7818471337579618,0.17,17,False,,
regression,heating,8,,100,1,0.2,5,True,plain,,alternative,100,19.8,15.8,0.4820012202562538,0.01,1,False,,
regression,heating,8,,100,1,0.05,5,True,p25,12.945,factual,100,7.74,7.53,0.9973509933774835,0.0,0,False,,
regression,heating,8,,100,1,0.05,5,True,p25,12.945,alternative,100,19.91,24.54,0.9327251995438997,0.0,0,False,,
regression,heating,8,,100,1,0.1,5,True,p25,12.945,factual,100,7.74,7.53,0.9973509933774835,0.0,0,False,,
regression,heating,8,,100,1,0.1,5,True,p25,12.945,alternative,100,19.91,24.54,0.9327251995438997,0.0,0,False,,
regression,heating,8,,100,1,0.2,5,True,p25,12.945,factual,100,7.74,5.61,0.8037249283667621,0.17,17,False,,
regression,heating,8,,100,1,0.2,5,True,p25,12.945,alternative,100,19.91,11.11,0.3905096660808436,0.01,1,False,,
regression,heating,8,,100,1,0.05,5,True,p50,18.595,factual,100,7.78,7.73,0.9974193548387097,0.0,0,False,,
regression,heating,8,,100,1,0.05,5,True,p50,18.595,alternative,100,21.12,24.91,0.9375235227700414,0.0,0,False,,
regression,heating,8,,100,1,0.1,5,True,p50,18.595,factual,100,7.78,7.73,0.9974193548387097,0.0,0,False,,
regression,heating,8,,100,1,0.1,5,True,p50,18.595,alternative,100,21.12,24.91,0.9375235227700414,0.0,0,False,,
regression,heating,8,,100,1,0.2,5,True,p50,18.595,factual,100,7.78,6.2,0.8190224570673712,0.17,17,False,,
regression,heating,8,,100,1,0.2,5,True,p50,18.595,alternative,100,21.12,11.91,0.41012396694214875,0.01,1,False,,
regression,heating,8,,100,1,0.05,5,True,p75,31.66,factual,100,7.82,7.58,0.9973684210526316,0.0,0,False,,
regression,heating,8,,100,1,0.05,5,True,p75,31.66,alternative,100,19.66,23.84,0.9319781078967944,0.0,0,False,,
regression,heating,8,,100,1,0.1,5,True,p75,31.66,factual,100,7.82,7.58,0.9973684210526316,0.0,0,False,,
regression,heating,8,,100,1,0.1,5,True,p75,31.66,alternative,100,19.66,23.84,0.9319781078967944,0.0,0,False,,
regression,heating,8,,100,1,0.2,5,True,p75,31.66,factual,100,7.82,5.81,0.8091922005571031,0.17,17,False,,
regression,heating,8,,100,1,0.2,5,True,p75,31.66,alternative,100,19.66,11.83,0.4132029339853301,0.01,1,False,,
regression,heating,8,,300,1,0.05,5,True,plain,,factual,100,8.0,6.07,0.9589257503949447,0.01,1,False,,
regression,heating,8,,300,1,0.05,5,True,plain,,alternative,100,19.74,24.07,0.7349618320610687,0.0,0,False,,
regression,heating,8,,300,1,0.1,5,True,plain,,factual,100,8.0,6.07,0.9589257503949447,0.01,1,False,,
regression,heating,8,,300,1,0.1,5,True,plain,,alternative,100,19.74,24.07,0.7349618320610687,0.0,0,False,,
regression,heating,8,,300,1,0.2,5,True,plain,,factual,100,8.0,6.07,0.9589257503949447,0.01,1,False,,
regression,heating,8,,300,1,0.2,5,True,plain,,alternative,100,19.74,24.07,0.7349618320610687,0.0,0,False,,
regression,heating,8,,300,1,0.05,5,True,p25,12.945,factual,100,7.89,7.01,0.9642365887207703,0.01,1,False,,
regression,heating,8,,300,1,0.05,5,True,p25,12.945,alternative,100,20.66,20.65,0.6855909694555112,0.0,0,False,,
regression,heating,8,,300,1,0.1,5,True,p25,12.945,factual,100,7.89,7.01,0.9642365887207703,0.01,1,False,,
regression,heating,8,,300,1,0.1,5,True,p25,12.945,alternative,100,20.66,20.65,0.6855909694555112,0.0,0,False,,
regression,heating,8,,300,1,0.2,5,True,p25,12.945,factual,100,7.89,7.01,0.9642365887207703,0.01,1,False,,
regression,heating,8,,300,1,0.2,5,True,p25,12.945,alternative,100,20.66,20.65,0.6855909694555112,0.0,0,False,,
regression,heating,8,,300,1,0.05,5,True,p50,18.595,factual,100,7.96,7.54,0.9666666666666667,0.01,1,False,,
regression,heating,8,,300,1,0.05,5,True,p50,18.595,alternative,100,23.0,23.05,0.7136222910216719,0.0,0,False,,
regression,heating,8,,300,1,0.1,5,True,p50,18.595,factual,100,7.96,7.54,0.9666666666666667,0.01,1,False,,
regression,heating,8,,300,1,0.1,5,True,p50,18.595,alternative,100,23.0,23.05,0.7136222910216719,0.0,0,False,,
regression,heating,8,,300,1,0.2,5,True,p50,18.595,factual,100,7.96,7.54,0.9666666666666667,0.01,1,False,,
regression,heating,8,,300,1,0.2,5,True,p50,18.595,alternative,100,23.0,23.05,0.7136222910216719,0.0,0,False,,
regression,heating,8,,300,1,0.05,5,True,p75,31.66,factual,100,7.88,7.17,0.9650067294751009,0.01,1,False,,
regression,heating,8,,300,1,0.05,5,True,p75,31.66,alternative,100,21.6,21.7,0.7018111254851229,0.0,0,False,,
regression,heating,8,,300,1,0.1,5,True,p75,31.66,factual,100,7.88,7.17,0.9650067294751009,0.01,1,False,,
regression,heating,8,,300,1,0.1,5,True,p75,31.66,alternative,100,21.6,21.7,0.7018111254851229,0.0,0,False,,
regression,heating,8,,300,1,0.2,5,True,p75,31.66,factual,100,7.88,7.17,0.9650067294751009,0.01,1,False,,
regression,heating,8,,300,1,0.2,5,True,p75,31.66,alternative,100,21.6,21.7,0.7018111254851229,0.0,0,False,,
regression,heating,8,,500,1,0.05,5,True,plain,,factual,100,8.0,7.7,0.9974093264248705,0.0,0,False,,
regression,heating,8,,500,1,0.05,5,True,plain,,alternative,100,19.74,31.07,0.9628137589092036,0.0,0,False,,
regression,heating,8,,500,1,0.1,5,True,plain,,factual,100,8.0,5.64,0.8980891719745223,0.08,8,False,,
regression,heating,8,,500,1,0.1,5,True,plain,,alternative,100,19.74,19.63,0.5917998191136569,0.01,1,False,,
regression,heating,8,,500,1,0.2,5,True,plain,,factual,100,8.0,4.69,0.8300884955752212,0.11,11,False,,
regression,heating,8,,500,1,0.2,5,True,plain,,alternative,100,19.74,10.47,0.3199877750611247,0.04,4,False,,
regression,heating,8,,500,1,0.05,5,True,p25,12.945,factual,100,7.9,7.81,0.9974457215836526,0.0,0,False,,
regression,heating,8,,500,1,0.05,5,True,p25,12.945,alternative,100,21.21,28.84,0.9568679495686795,0.0,0,False,,
regression,heating,8,,500,1,0.1,5,True,p25,12.945,factual,100,7.9,6.57,0.9112343966712899,0.08,8,False,,
regression,heating,8,,500,1,0.1,5,True,p25,12.945,alternative,100,21.21,16.6,0.5288308378464479,0.02,2,False,,
regression,heating,8,,500,1,0.2,5,True,p25,12.945,factual,100,7.9,5.99,0.8618705035971223,0.11,11,False,,
regression,heating,8,,500,1,0.2,5,True,p25,12.945,alternative,100,21.21,8.51,0.26803149606299215,0.04,4,False,,
regression,heating,8,,500,1,0.05,5,True,p50,18.595,factual,100,7.94,7.87,0.9974651457541192,0.0,0,False,,
regression,heating,8,,500,1,0.05,5,True,p50,18.595,alternative,100,22.63,29.85,0.9588821072920013,0.0,0,False,,
regression,heating,8,,500,1,0.1,5,True,p50,18.595,factual,100,7.94,7.09,0.9172056921086675,0.08,8,False,,
regression,heating,8,,500,1,0.1,5,True,p50,18.595,alternative,100,22.63,17.81,0.5517348203221809,0.03,3,False,,
regression,heating,8,,500,1,0.2,5,True,p50,18.595,factual,100,7.94,6.66,0.8740157480314961,0.11,11,False,,
regression,heating,8,,500,1,0.2,5,True,p50,18.595,alternative,100,22.63,9.43,0.2874123742761353,0.04,4,False,,
regression,heating,8,,500,1,0.05,5,True,p75,31.66,factual,100,7.93,7.82,0.9974489795918368,0.0,0,False,,
regression,heating,8,,500,1,0.05,5,True,p75,31.66,alternative,100,21.68,28.41,0.9565656565656566,0.0,0,False,,
regression,heating,8,,500,1,0.1,5,True,p75,31.66,factual,100,7.93,6.8,0.9139784946236559,0.08,8,False,,
regression,heating,8,,500,1,0.1,5,True,p75,31.66,alternative,100,21.68,17.28,0.5552699228791774,0.01,1,False,,
regression,heating,8,,500,1,0.2,5,True,p75,31.66,factual,100,7.93,6.22,0.8662952646239555,0.11,11,False,,
regression,heating,8,,500,1,0.2,5,True,p75,31.66,alternative,100,21.68,8.85,0.28139904610492844,0.04,4,False,,
regression,heating,8,,100,2,0.05,5,True,plain,,factual,100,8.0,7.5,0.9894459102902374,0.0,0,False,,
regression,heating,8,,100,2,0.05,5,True,plain,,alternative,100,19.44,30.01,0.9502849905003167,0.0,0,False,,
regression,heating,8,,100,2,0.1,5,True,plain,,factual,100,8.0,7.5,0.9894459102902374,0.0,0,False,,
regression,heating,8,,100,2,0.1,5,True,plain,,alternative,100,19.44,30.01,0.9502849905003167,0.0,0,False,,
regression,heating,8,,100,2,0.2,5,True,plain,,factual,100,8.0,5.83,0.9123630672926447,0.07,7,False,,
regression,heating,8,,100,2,0.2,5,True,plain,,alternative,100,19.44,21.92,0.6780080420661924,0.0,0,False,,
regression,heating,8,,100,2,0.05,5,True,p25,12.93,factual,100,7.73,7.3,0.989159891598916,0.0,0,False,,
regression,heating,8,,100,2,0.05,5,True,p25,12.93,alternative,100,19.35,24.63,0.9347248576850095,0.0,0,False,,
regression,heating,8,,100,2,0.1,5,True,p25,12.93,factual,100,7.73,7.3,0.989159891598916,0.0,0,False,,
regression,heating,8,,100,2,0.1,5,True,p25,12.93,alternative,100,19.35,24.63,0.9347248576850095,0.0,0,False,,
regression,heating,8,,100,2,0.2,5,True,p25,12.93,factual,100,7.73,6.4,0.9195402298850575,0.07,7,False,,
regression,heating,8,,100,2,0.2,5,True,p25,12.93,alternative,100,19.35,16.58,0.6000723850886718,0.0,0,False,,
regression,heating,8,,100,2,0.05,5,True,p50,18.47,factual,100,7.98,7.61,0.9895968790637191,0.0,0,False,,
regression,heating,8,,100,2,0.05,5,True,p50,18.47,alternative,100,20.55,24.72,0.9381404174573055,0.0,0,False,,
regression,heating,8,,100,2,0.1,5,True,p50,18.47,factual,100,7.98,7.61,0.9895968790637191,0.0,0,False,,
