task,dataset,n_features,n_classes,n_cal,seed,significance,n_neighbors,normalize_guard,regression_mode,threshold_value,explanation_type,n_test_instances,mean_standard_rules_per_instance,mean_guarded_rules_per_instance,guard_retention_rate,fraction_instances_fully_filtered,n_instances_fully_filtered,task_skipped,skip_reason,error
multiclass,steel,27,7,100,0,0.1,5,True,cls,,factual,100,19.88,25.98,0.9622222222222222,0.01,1,False,,
multiclass,steel,27,7,100,0,0.1,5,True,cls,,alternative,100,30.29,147.49,0.9372180212238673,0.0,0,False,,
multiclass,steel,27,7,100,0,0.2,5,True,cls,,factual,100,19.88,24.61,0.9114814814814814,0.06,6,False,,
multiclass,steel,27,7,100,0,0.2,5,True,cls,,alternative,100,30.29,138.16,0.8771506571011365,0.01,1,False,,
multiclass,steel,27,7,300,0,0.05,5,True,cls,,factual,100,22.82,26.97,0.9996293550778355,0.0,0,False,,
multiclass,steel,27,7,300,0,0.05,5,True,cls,,alternative,100,35.81,156.32,0.9732893344125522,0.0,0,False,,
multiclass,steel,27,7,300,0,0.1,5,True,cls,,factual,100,22.82,24.86,0.9214232765011119,0.04,4,False,,
multiclass,steel,27,7,300,0,0.1,5,True,cls,,alternative,100,35.81,140.27,0.8738474956391726,0.01,1,False,,
multiclass,steel,27,7,300,0,0.2,5,True,cls,,factual,100,22.82,22.66,0.8398813936249073,0.11,11,False,,
multiclass,steel,27,7,300,0,0.2,5,True,cls,,alternative,100,35.81,120.44,0.750732406657109,0.03,3,False,,
multiclass,steel,27,7,500,0,0.05,5,True,cls,,factual,100,23.38,26.48,0.9807407407407407,0.0,0,False,,
multiclass,steel,27,7,500,0,0.05,5,True,cls,,alternative,100,37.75,150.99,0.9345753899480069,0.0,0,False,,
multiclass,steel,27,7,500,0,0.1,5,True,cls,,factual,100,23.38,25.44,0.9422222222222222,0.01,1,False,,
multiclass,steel,27,7,500,0,0.1,5,True,cls,,alternative,100,37.75,140.02,0.8672116932986498,0.0,0,False,,
multiclass,steel,27,7,500,0,0.2,5,True,cls,,factual,100,23.38,21.35,0.7907407407407407,0.15,15,False,,
multiclass,steel,27,7,500,0,0.2,5,True,cls,,alternative,100,37.75,113.44,0.7029807275206048,0.05,5,False,,
multiclass,steel,27,7,100,1,0.05,5,True,cls,,factual,100,19.04,26.45,0.9796296296296296,0.01,1,False,,
multiclass,steel,27,7,100,1,0.05,5,True,cls,,alternative,100,32.39,151.21,0.9613452857778626,0.01,1,False,,
multiclass,steel,27,7,100,1,0.1,5,True,cls,,factual,100,19.04,24.39,0.9033333333333333,0.06,6,False,,
multiclass,steel,27,7,100,1,0.1,5,True,cls,,alternative,100,32.39,136.75,0.8681437277805993,0.03,3,False,,
multiclass,steel,27,7,100,1,0.2,5,True,cls,,factual,100,19.04,22.38,0.8288888888888889,0.12,12,False,,
multiclass,steel,27,7,100,1,0.2,5,True,cls,,alternative,100,32.39,120.49,0.7649673036632595,0.04,4,False,,
multiclass,steel,27,7,300,1,0.05,5,True,cls,,factual,100,22.37,25.81,0.9601934523809523,0.01,1,False,,
multiclass,steel,27,7,300,1,0.05,5,True,cls,,alternative,100,38.63,148.26,0.9262197788467545,0.0,0,False,,
multiclass,steel,27,7,300,1,0.1,5,True,cls,,factual,100,22.37,24.25,0.9045132413278627,0.06,6,False,,
multiclass,steel,27,7,300,1,0.1,5,True,cls,,alternative,100,38.63,138.63,0.8648699232640839,0.01,1,False,,
multiclass,steel,27,7,300,1,0.2,5,True,cls,,factual,100,22.37,22.59,0.8385300668151447,0.15,15,False,,
multiclass,steel,27,7,300,1,0.2,5,True,cls,,alternative,100,38.63,124.34,0.7722501707968449,0.03,3,False,,
multiclass,steel,27,7,500,1,0.05,5,True,cls,,factual,100,23.67,25.89,0.9606679035250464,0.02,2,False,,
multiclass,steel,27,7,500,1,0.05,5,True,cls,,alternative,100,37.32,151.49,0.9300712180746562,0.0,0,False,,
multiclass,steel,27,7,500,1,0.1,5,True,cls,,factual,100,23.67,23.8,0.8834446919079436,0.09,9,False,,
multiclass,steel,27,7,500,1,0.1,5,True,cls,,alternative,100,37.32,134.68,0.8268156424581006,0.01,1,False,,
multiclass,steel,27,7,500,1,0.2,5,True,cls,,factual,100,23.67,21.22,0.788261515601783,0.17,17,False,,
multiclass,steel,27,7,500,1,0.2,5,True,cls,,alternative,100,37.32,115.31,0.7070762815795928,0.09,9,False,,
multiclass,steel,27,7,100,2,0.05,5,True,cls,,factual,100,17.68,26.42,0.9810620126253249,0.0,0,False,,
multiclass,steel,27,7,100,2,0.05,5,True,cls,,alternative,100,26.8,149.57,0.9659024862770423,0.0,0,False,,
multiclass,steel,27,7,100,2,0.1,5,True,cls,,factual,100,17.68,24.78,0.9198218262806236,0.06,6,False,,
multiclass,steel,27,7,100,2,0.1,5,True,cls,,alternative,100,26.8,137.75,0.8878504672897196,0.01,1,False,,
multiclass,steel,27,7,100,2,0.2,5,True,cls,,factual,100,17.68,20.6,0.7646622123236823,0.17,17,False,,
multiclass,steel,27,7,100,2,0.2,5,True,cls,,alternative,100,26.8,111.38,0.7179321902797473,0.04,4,False,,
multiclass,steel,27,7,300,2,0.05,5,True,cls,,factual,100,23.3,25.48,0.9437037037037037,0.03,3,False,,
multiclass,steel,27,7,300,2,0.05,5,True,cls,,alternative,100,36.55,155.54,0.9231408392189447,0.01,1,False,,
multiclass,steel,27,7,300,2,0.1,5,True,cls,,factual,100,23.3,24.83,0.9196296296296296,0.04,4,False,,
multiclass,steel,27,7,300,2,0.1,5,True,cls,,alternative,100,36.55,146.82,0.8718527315914489,0.03,3,False,,
multiclass,steel,27,7,300,2,0.2,5,True,cls,,factual,100,23.3,21.63,0.8014079288625416,0.13,13,False,,
multiclass,steel,27,7,300,2,0.2,5,True,cls,,alternative,100,36.55,116.62,0.6926412068658312,0.07,7,False,,
multiclass,steel,27,7,500,2,0.05,5,True,cls,,factual,100,22.8,25.63,0.9492592592592592,0.02,2,False,,
multiclass,steel,27,7,500,2,0.05,5,True,cls,,alternative,100,36.12,151.74,0.9171905222437138,0.01,1,False,,
multiclass,steel,27,7,500,2,0.1,5,True,cls,,factual,100,22.8,24.58,0.9103703703703704,0.08,8,False,,
multiclass,steel,27,7,500,2,0.1,5,True,cls,,alternative,100,36.12,140.85,0.851623435516053,0.03,3,False,,
multiclass,steel,27,7,500,2,0.2,5,True,cls,,factual,100,22.8,21.59,0.7996296296296296,0.13,13,False,,
multiclass,steel,27,7,500,2,0.2,5,True,cls,,alternative,100,36.12,110.87,0.6708010648596321,0.07,7,False,,
multiclass,heat,8,3,100,0,0.05,5,True,cls,,factual,100,7.69,7.94,0.9974874371859297,0.0,0,False,,
multiclass,heat,8,3,100,0,0.05,5,True,cls,,alternative,100,15.71,23.97,0.9448167126527395,0.0,0,False,,
multiclass,heat,8,3,100,0,0.1,5,True,cls,,factual,100,7.69,7.0,0.8883248730964467,0.11,11,False,,
multiclass,heat,8,3,100,0,0.1,5,True,cls,,alternative,100,15.71,17.01,0.6460311431826814,0.0,0,False,,
multiclass,heat,8,3,100,0,0.2,5,True,cls,,factual,100,7.69,6.46,0.8271446862996159,0.16,16,False,,
multiclass,heat,8,3,100,0,0.2,5,True,cls,,alternative,100,15.71,11.44,0.43007518796992483,0.04,4,False,,
multiclass,heat,8,3,300,0,0.05,5,True,cls,,factual,100,7.79,7.62,0.957286432160804,0.0,0,False,,
multiclass,heat,8,3,300,0,0.05,5,True,cls,,alternative,100,16.87,18.43,0.6793217840029487,0.0,0,False,,
multiclass,heat,8,3,300,0,0.1,5,True,cls,,factual,100,7.79,7.62,0.957286432160804,0.0,0,False,,
multiclass,heat,8,3,300,0,0.1,5,True,cls,,alternative,100,16.87,18.43,0.6793217840029487,0.0,0,False,,
multiclass,heat,8,3,300,0,0.2,5,True,cls,,factual,100,7.79,7.62,0.957286432160804,0.0,0,False,,
multiclass,heat,8,3,300,0,0.2,5,True,cls,,alternative,100,16.87,18.43,0.6793217840029487,0.0,0,False,,
multiclass,heat,8,3,500,0,0.05,5,True,cls,,factual,100,7.83,7.94,0.9925,0.0,0,False,,
multiclass,heat,8,3,500,0,0.05,5,True,cls,,alternative,100,16.84,26.14,0.965288035450517,0.0,0,False,,
multiclass,heat,8,3,500,0,0.1,5,True,cls,,factual,100,7.83,7.68,0.96,0.04,4,False,,
multiclass,heat,8,3,500,0,0.1,5,True,cls,,alternative,100,16.84,17.7,0.6230200633579726,0.01,1,False,,
multiclass,heat,8,3,500,0,0.2,5,True,cls,,factual,100,7.83,6.36,0.795,0.15,15,False,,
multiclass,heat,8,3,500,0,0.2,5,True,cls,,alternative,100,16.84,7.14,0.2537313432835821,0.02,2,False,,
multiclass,heat,8,3,100,1,0.05,5,True,cls,,factual,100,7.75,7.88,0.9974683544303797,0.0,0,False,,
multiclass,heat,8,3,100,1,0.05,5,True,cls,,alternative,100,15.75,21.37,0.9251082251082251,0.0,0,False,,
multiclass,heat,8,3,100,1,0.1,5,True,cls,,factual,100,7.75,6.76,0.8666666666666667,0.12,12,False,,
multiclass,heat,8,3,100,1,0.1,5,True,cls,,alternative,100,15.75,13.59,0.5686192468619247,0.0,0,False,,
multiclass,heat,8,3,100,1,0.2,5,True,cls,,factual,100,7.75,6.35,0.8161953727506427,0.17,17,False,,
multiclass,heat,8,3,100,1,0.2,5,True,cls,,alternative,100,15.75,9.71,0.40157154673283707,0.02,2,False,,
multiclass,heat,8,3,300,1,0.05,5,True,cls,,factual,100,7.61,7.55,0.9520807061790668,0.0,0,False,,
multiclass,heat,8,3,300,1,0.05,5,True,cls,,alternative,100,16.02,17.21,0.6588820826952527,0.0,0,False,,
multiclass,heat,8,3,300,1,0.1,5,True,cls,,factual,100,7.61,7.55,0.9520807061790668,0.0,0,False,,
multiclass,heat,8,3,300,1,0.1,5,True,cls,,alternative,100,16.02,17.21,0.6588820826952527,0.0,0,False,,
multiclass,heat,8,3,300,1,0.2,5,True,cls,,factual,100,7.61,7.55,0.9520807061790668,0.0,0,False,,
multiclass,heat,8,3,300,1,0.2,5,True,cls,,alternative,100,16.02,17.21,0.6588820826952527,0.0,0,False,,
multiclass,heat,8,3,500,1,0.05,5,True,cls,,factual,100,7.67,7.92,0.9924812030075187,0.0,0,False,,
multiclass,heat,8,3,500,1,0.05,5,True,cls,,alternative,100,15.61,24.58,0.9497681607418856,0.0,0,False,,
multiclass,heat,8,3,500,1,0.1,5,True,cls,,factual,100,7.67,7.33,0.9302030456852792,0.06,6,False,,
multiclass,heat,8,3,500,1,0.1,5,True,cls,,alternative,100,15.61,12.46,0.45457862094126233,0.02,2,False,,
multiclass,heat,8,3,500,1,0.2,5,True,cls,,factual,100,7.67,5.26,0.6743589743589744,0.23,23,False,,
multiclass,heat,8,3,500,1,0.2,5,True,cls,,alternative,100,15.61,5.43,0.19970577418168445,0.05,5,False,,
multiclass,heat,8,3,100,2,0.05,5,True,cls,,factual,100,7.73,7.92,0.9924812030075187,0.0,0,False,,
multiclass,heat,8,3,100,2,0.05,5,True,cls,,alternative,100,17.28,26.76,0.9415904292751583,0.0,0,False,,
multiclass,heat,8,3,100,2,0.1,5,True,cls,,factual,100,7.73,7.92,0.9924812030075187,0.0,0,False,,
multiclass,heat,8,3,100,2,0.1,5,True,cls,,alternative,100,17.28,26.76,0.9415904292751583,0.0,0,False,,
multiclass,heat,8,3,100,2,0.2,5,True,cls,,factual,100,7.73,6.56,0.8261964735516373,0.17,17,False,,
multiclass,heat,8,3,100,2,0.2,5,True,cls,,alternative,100,17.28,14.35,0.4941460055096419,0.02,2,False,,
multiclass,heat,8,3,300,2,0.05,5,True,cls,,factual,100,7.81,7.58,0.9546599496221663,0.0,0,False,,
multiclass,heat,8,3,300,2,0.05,5,True,cls,,alternative,100,17.67,19.48,0.6592216582064298,0.0,0,False,,
multiclass,heat,8,3,300,2,0.1,5,True,cls,,factual,100,7.81,7.58,0.9546599496221663,0.0,0,False,,
multiclass,heat,8,3,300,2,0.1,5,True,cls,,alternative,100,17.67,19.48,0.6592216582064298,0.0,0,False,,
multiclass,heat,8,3,300,2,0.2,5,True,cls,,factual,100,7.81,7.58,0.9546599496221663,0.0,0,False,,
multiclass,heat,8,3,300,2,0.2,5,True,cls,,alternative,100,17.67,19.48,0.6592216582064298,0.0,0,False,,
multiclass,heat,8,3,500,2,0.05,5,True,cls,,factual,100,7.77,7.98,0.9975,0.0,0,False,,
multiclass,heat,8,3,500,2,0.05,5,True,cls,,alternative,100,17.68,28.1,0.9522195865808201,0.0,0,False,,
multiclass,heat,8,3,500,2,0.1,5,True,cls,,factual,100,7.77,7.25,0.9108040201005025,0.08,8,False,,
multiclass,heat,8,3,500,2,0.1,5,True,cls,,alternative,100,17.68,14.54,0.4734614132204494,0.02,2,False,,
multiclass,heat,8,3,500,2,0.2,5,True,cls,,factual,100,7.77,6.71,0.842964824120603,0.13,13,False,,
multiclass,heat,8,3,500,2,0.2,5,True,cls,,alternative,100,17.68,8.05,0.26497695852534564,0.03,3,False,,
multiclass,cool,8,3,100,0,0.05,5,True,cls,,factual,100,6.43,7.91,0.9924717691342535,0.0,0,False,,
multiclass,cool,8,3,100,0,0.05,5,True,cls,,alternative,100,11.05,16.15,0.9511189634864546,0.0,0,False,,
multiclass,cool,8,3,100,0,0.1,5,True,cls,,factual,100,6.43,7.91,0.9924717691342535,0.0,0,False,,
multiclass,cool,8,3,100,0,0.1,5,True,cls,,alternative,100,11.05,16.15,0.9511189634864546,0.0,0,False,,
multiclass,cool,8,3,100,0,0.2,5,True,cls,,factual,100,6.43,6.81,0.8664122137404581,0.11,11,False,,
multiclass,cool,8,3,100,0,0.2,5,True,cls,,alternative,100,11.05,8.65,0.4881489841986456,0.0,0,False,,
multiclass,cool,8,3,300,0,0.05,5,True,cls,,factual,100,6.97,7.65,0.9574468085106383,0.0,0,False,,
multiclass,cool,8,3,300,0,0.05,5,True,cls,,alternative,100,11.93,14.27,0.7039960532807104,0.0,0,False,,
multiclass,cool,8,3,300,0,0.1,5,True,cls,,factual,100,6.97,7.65,0.9574468085106383,0.0,0,False,,
multiclass,cool,8,3,300,0,0.1,5,True,cls,,alternative,100,11.93,14.27,0.7039960532807104,0.0,0,False,,
multiclass,cool,8,3,300,0,0.2,5,True,cls,,factual,100,6.97,7.65,0.9574468085106383,0.0,0,False,,
multiclass,cool,8,3,300,0,0.2,5,True,cls,,alternative,100,11.93,14.27,0.7039960532807104,0.0,0,False,,
multiclass,cool,8,3,500,0,0.05,5,True,cls,,factual,100,6.46,7.98,0.9975,0.0,0,False,,
multiclass,cool,8,3,500,0,0.05,5,True,cls,,alternative,100,11.91,18.8,0.9339294585196225,0.0,0,False,,
multiclass,cool,8,3,500,0,0.1,5,True,cls,,factual,100,6.46,6.91,0.8659147869674185,0.12,12,False,,
multiclass,cool,8,3,500,0,0.1,5,True,cls,,alternative,100,11.91,8.18,0.3766114180478821,0.02,2,False,,
multiclass,cool,8,3,500,0,0.2,5,True,cls,,factual,100,6.46,4.95,0.6226415094339622,0.28,28,False,,
multiclass,cool,8,3,500,0,0.2,5,True,cls,,alternative,100,11.91,4.31,0.20263281617301362,0.03,3,False,,
multiclass,cool,8,3,100,1,0.05,5,True,cls,,factual,100,6.83,7.59,0.9793548387096774,0.01,1,False,,
multiclass,cool,8,3,100,1,0.05,5,True,cls,,alternative,100,11.52,16.51,0.8890683898761443,0.0,0,False,,
multiclass,cool,8,3,100,1,0.1,5,True,cls,,factual,100,6.83,6.9,0.8972691807542262,0.09,9,False,,
multiclass,cool,8,3,100,1,0.1,5,True,cls,,alternative,100,11.52,13.81,0.7237945492662474,0.02,2,False,,
multiclass,cool,8,3,100,1,0.2,5,True,cls,,factual,100,6.83,6.0,0.7874015748031497,0.18,18,False,,
multiclass,cool,8,3,100,1,0.2,5,True,cls,,alternative,100,11.52,7.63,0.39048106448311154,0.09,9,False,,
multiclass,cool,8,3,300,1,0.05,5,True,cls,,factual,100,7.04,7.18,0.9088607594936708,0.0,0,False,,
multiclass,cool,8,3,300,1,0.05,5,True,cls,,alternative,100,11.93,12.37,0.6108641975308642,0.0,0,False,,
multiclass,cool,8,3,300,1,0.1,5,True,cls,,factual,100,7.04,7.18,0.9088607594936708,0.0,0,False,,
multiclass,cool,8,3,300,1,0.1,5,True,cls,,alternative,100,11.93,12.37,0.6108641975308642,0.0,0,False,,
multiclass,cool,8,3,300,1,0.2,5,True,cls,,factual,100,7.04,7.18,0.9088607594936708,0.0,0,False,,
multiclass,cool,8,3,300,1,0.2,5,True,cls,,alternative,100,11.93,12.37,0.6108641975308642,0.0,0,False,,
multiclass,cool,8,3,500,1,0.05,5,True,cls,,factual,100,6.56,7.8,0.9798994974874372,0.0,0,False,,
multiclass,cool,8,3,500,1,0.05,5,True,cls,,alternative,100,12.15,18.52,0.9132149901380671,0.0,0,False,,
multiclass,cool,8,3,500,1,0.1,5,True,cls,,factual,100,6.56,6.9,0.8690176322418136,0.13,13,False,,
multiclass,cool,8,3,500,1,0.1,5,True,cls,,alternative,100,12.15,10.8,0.4951856946354883,0.03,3,False,,
multiclass,cool,8,3,500,1,0.2,5,True,cls,,factual,100,6.56,5.68,0.7135678391959799,0.21,21,False,,
multiclass,cool,8,3,500,1,0.2,5,True,cls,,alternative,100,12.15,5.49,0.25079945180447694,0.06,6,False,,
multiclass,cool,8,3,100,2,0.05,5,True,cls,,factual,100,6.22,7.94,0.9974874371859297,0.0,0,False,,
multiclass,cool,8,3,100,2,0.05,5,True,cls,,alternative,100,10.79,17.34,0.9233226837060703,0.0,0,False,,
multiclass,cool,8,3,100,2,0.1,5,True,cls,,factual,100,6.22,7.32,0.915,0.08,8,False,,
multiclass,cool,8,3,100,2,0.1,5,True,cls,,alternative,100,10.79,12.61,0.6486625514403292,0.0,0,False,,
multiclass,cool,8,3,100,2,0.2,5,True,cls,,factual,100,6.22,6.23,0.77875,0.19,19,False,,
multiclass,cool,8,3,100,2,0.2,5,True,cls,,alternative,100,10.79,6.45,0.325922182920667,0.0,0,False,,
multiclass,cool,8,3,300,2,0.05,5,True,cls,,factual,100,6.75,7.22,0.9025,0.01,1,False,,
multiclass,cool,8,3,300,2,0.05,5,True,cls,,alternative,100,11.42,12.06,0.6294363256784968,0.0,0,False,,
multiclass,cool,8,3,300,2,0.1,5,True,cls,,factual,100,6.75,7.22,0.9025,0.01,1,False,,
multiclass,cool,8,3,300,2,0.1,5,True,cls,,alternative,100,11.42,12.06,0.6294363256784968,0.0,0,False,,
multiclass,cool,8,3,300,2,0.2,5,True,cls,,factual,100,6.75,7.22,0.9025,0.01,1,False,,
multiclass,cool,8,3,300,2,0.2,5,True,cls,,alternative,100,11.42,12.06,0.6294363256784968,0.0,0,False,,
multiclass,cool,8,3,500,2,0.05,5,True,cls,,factual,100,6.24,7.88,0.985,0.0,0,False,,
multiclass,cool,8,3,500,2,0.05,5,True,cls,,alternative,100,11.74,18.05,0.9237461617195496,0.0,0,False,,
multiclass,cool,8,3,500,2,0.1,5,True,cls,,factual,100,6.24,7.06,0.8825,0.11,11,False,,
multiclass,cool,8,3,500,2,0.1,5,True,cls,,alternative,100,11.74,7.92,0.36957536164255717,0.03,3,False,,
multiclass,cool,8,3,500,2,0.2,5,True,cls,,factual,100,6.24,5.38,0.6725,0.24,24,False,,
multiclass,cool,8,3,500,2,0.2,5,True,cls,,alternative,100,11.74,5.08,0.2408724513987672,0.04,4,False,,
multiclass,user,5,5,0,,,,,,,,0,,,,,-1,True,not enough remaining samples after test (303 < 500 cal + 100 train),
multiclass,whole,7,3,0,,,,,,,,0,,,,,-1,True,not enough remaining samples after test (340 < 500 cal + 100 train),
multiclass,yeast,8,10,100,0,0.05,5,True,cls,,factual,100,7.42,7.49,0.9385964912280702,0.02,2,False,,
multiclass,yeast,8,10,100,0,0.05,5,True,cls,,alternative,100,9.61,35.78,0.8543457497612226,0.01,1,False,,
multiclass,yeast,8,10,100,0,0.1,5,True,cls,,factual,100,7.42,7.19,0.9010025062656641,0.07,7,False,,
multiclass,yeast,8,10,100,0,0.1,5,True,cls,,alternative,100,9.61,32.06,0.7653377894485558,0.03,3,False,,
multiclass,yeast,8,10,100,0,0.2,5,True,cls,,factual,100,7.42,6.45,0.8082706766917294,0.09,9,False,,
multiclass,yeast,8,10,100,0,0.2,5,True,cls,,alternative,100,9.61,27.1,0.6469324421102889,0.05,5,False,,
multiclass,yeast,8,10,300,0,0.05,5,True,cls,,factual,100,7.69,7.78,0.9725,0.02,2,False,,
multiclass,yeast,8,10,300,0,0.05,5,True,cls,,alternative,100,11.4,36.72,0.8557445816825915,0.01,1,False,,
multiclass,yeast,8,10,300,0,0.1,5,True,cls,,factual,100,7.69,7.27,0.90875,0.08,8,False,,
multiclass,yeast,8,10,300,0,0.1,5,True,cls,,alternative,100,11.4,30.93,0.7208109997669541,0.02,2,False,,
multiclass,yeast,8,10,300,0,0.2,5,True,cls,,factual,100,7.69,6.44,0.805,0.14,14,False,,
multiclass,yeast,8,10,300,0,0.2,5,True,cls,,alternative,100,11.4,24.16,0.5630389186669774,0.05,5,False,,
multiclass,yeast,8,10,500,0,0.05,5,True,cls,,factual,100,7.76,7.61,0.95125,0.03,3,False,,
multiclass,yeast,8,10,500,0,0.05,5,True,cls,,alternative,100,11.46,36.67,0.8343572241183163,0.01,1,False,,
multiclass,yeast,8,10,500,0,0.1,5,True,cls,,factual,100,7.76,7.29,0.91125,0.05,5,False,,
multiclass,yeast,8,10,500,0,0.1,5,True,cls,,alternative,100,11.46,31.98,0.7276450511945393,0.03,3,False,,
multiclass,yeast,8,10,500,0,0.2,5,True,cls,,factual,100,7.76,6.31,0.78875,0.14,14,False,,
multiclass,yeast,8,10,500,0,0.2,5,True,cls,,alternative,100,11.46,25.33,0.5763367463026167,0.05,5,False,,
multiclass,yeast,8,10,100,1,0.05,5,True,cls,,factual,100,7.62,7.73,0.9698870765370138,0.03,3,False,,
multiclass,yeast,8,10,100,1,0.05,5,True,cls,,alternative,100,9.26,36.86,0.9215,0.01,1,False,,
multiclass,yeast,8,10,100,1,0.1,5,True,cls,,factual,100,7.62,7.55,0.9473023839397742,0.04,4,False,,
multiclass,yeast,8,10,100,1,0.1,5,True,cls,,alternative,100,9.26,34.01,0.85025,0.01,1,False,,
multiclass,yeast,8,10,100,1,0.2,5,True,cls,,factual,100,7.62,6.46,0.8105395232120451,0.15,15,False,,
multiclass,yeast,8,10,100,1,0.2,5,True,cls,,alternative,100,9.26,24.81,0.62025,0.04,4,False,,
multiclass,yeast,8,10,300,1,0.05,5,True,cls,,factual,100,7.85,7.67,0.95875,0.04,4,False,,
multiclass,yeast,8,10,300,1,0.05,5,True,cls,,alternative,100,11.57,37.6,0.858839652809502,0.01,1,False,,
multiclass,yeast,8,10,300,1,0.1,5,True,cls,,factual,100,7.85,7.1,0.8875,0.06,6,False,,
multiclass,yeast,8,10,300,1,0.1,5,True,cls,,alternative,100,11.57,32.94,0.7523983554134308,0.01,1,False,,
multiclass,yeast,8,10,300,1,0.2,5,True,cls,,factual,100,7.85,6.5,0.8125,0.13,13,False,,
multiclass,yeast,8,10,300,1,0.2,5,True,cls,,alternative,100,11.57,26.47,0.6046139789858382,0.04,4,False,,
multiclass,yeast,8,10,500,1,0.05,5,True,cls,,factual,100,7.93,7.68,0.96,0.03,3,False,,
multiclass,yeast,8,10,500,1,0.05,5,True,cls,,alternative,100,11.48,36.51,0.8522408963585434,0.01,1,False,,
multiclass,yeast,8,10,500,1,0.1,5,True,cls,,factual,100,7.93,7.27,0.90875,0.06,6,False,,
multiclass,yeast,8,10,500,1,0.1,5,True,cls,,alternative,100,11.48,30.83,0.7196545284780579,0.01,1,False,,
multiclass,yeast,8,10,500,1,0.2,5,True,cls,,factual,100,7.93,6.4,0.8,0.09,9,False,,
multiclass,yeast,8,10,500,1,0.2,5,True,cls,,alternative,100,11.48,23.78,0.5550887021475257,0.04,4,False,,
multiclass,yeast,8,10,100,2,0.05,5,True,cls,,factual,100,7.54,7.92,0.99,0.01,1,False,,
multiclass,yeast,8,10,100,2,0.05,5,True,cls,,alternative,100,10.36,37.63,0.9254795868175111,0.0,0,False,,
multiclass,yeast,8,10,100,2,0.1,5,True,cls,,factual,100,7.54,7.54,0.9425,0.03,3,False,,
multiclass,yeast,8,10,100,2,0.1,5,True,cls,,alternative,100,10.36,32.2,0.7919331037875061,0.0,0,False,,
multiclass,yeast,8,10,100,2,0.2,5,True,cls,,factual,100,7.54,7.04,0.88,0.04,4,False,,
multiclass,yeast,8,10,100,2,0.2,5,True,cls,,alternative,100,10.36,27.5,0.676340383669454,0.0,0,False,,
multiclass,yeast,8,10,300,2,0.05,5,True,cls,,factual,100,7.74,7.68,0.96,0.02,2,False,,
multiclass,yeast,8,10,300,2,0.05,5,True,cls,,alternative,100,10.54,38.93,0.8847727272727273,0.0,0,False,,
multiclass,yeast,8,10,300,2,0.1,5,True,cls,,factual,100,7.74,7.41,0.92625,0.04,4,False,,
multiclass,yeast,8,10,300,2,0.1,5,True,cls,,alternative,100,10.54,34.78,0.7904545454545454,0.0,0,False,,
multiclass,yeast,8,10,300,2,0.2,5,True,cls,,factual,100,7.74,6.62,0.8275,0.12,12,False,,
multiclass,yeast,8,10,300,2,0.2,5,True,cls,,alternative,100,10.54,28.13,0.6393181818181818,0.0,0,False,,
multiclass,yeast,8,10,500,2,0.05,5,True,cls,,factual,100,7.9,7.7,0.9625,0.02,2,False,,
multiclass,yeast,8,10,500,2,0.05,5,True,cls,,alternative,100,11.54,37.81,0.8434084318536694,0.0,0,False,,
multiclass,yeast,8,10,500,2,0.1,5,True,cls,,factual,100,7.9,7.46,0.9325,0.04,4,False,,
multiclass,yeast,8,10,500,2,0.1,5,True,cls,,alternative,100,11.54,32.53,0.7257920571173583,0.0,0,False,,
multiclass,yeast,8,10,500,2,0.2,5,True,cls,,factual,100,7.9,6.72,0.84,0.11,11,False,,
multiclass,yeast,8,10,500,2,0.2,5,True,cls,,alternative,100,11.54,27.08,0.604194556001785,0.0,0,False,,
regression,HousingData,13,,0,,,,,,,,0,,,,,-1,True,not enough remaining samples after test (406 < 500 cal + 100 train),
regression,abalone,8,,100,0,0.05,5,True,plain,,factual,100,7.95,7.52,0.9518987341772152,0.04,4,False,,
regression,abalone,8,,100,0,0.05,5,True,plain,,alternative,100,14.34,37.35,0.7393111638954869,0.02,2,False,,
regression,abalone,8,,100,0,0.1,5,True,plain,,factual,100,7.95,7.0,0.8871989860583016,0.1,10,False,,
regression,abalone,8,,100,0,0.1,5,True,plain,,alternative,100,14.34,26.74,0.5283540802213001,0.06,6,False,,
