arm,strategy,dataset,seed,n_cal_target,n_cal,n_test,epsilon,confidence,coverage,lower_ci,upper_ci,violation,structural_violation,reject_rate,singleton_precision,singleton_recall,singleton_correct_count,singleton_count,singleton_precision_recall_defined
C,experimental.difficulty_normalized,iono,46,400,278,70,0.1,0.9,0.9,0.8047543474583223,0.9588402984164152,False,False,0.5142857142857142,0.8529411764705882,0.4142857142857143,29,34,True
A,builtin.default,je4042,42,50,50,54,0.05,0.95,0.9444444444444444,0.8461149662083893,0.9883932256200587,True,False,0.5740740740740741,0.8695652173913043,0.37037037037037035,20,23,True
C,experimental.difficulty_normalized,je4042,42,50,50,54,0.05,0.95,0.9074074074074074,0.7969984528136825,0.9692472147325784,True,False,0.5370370370370371,0.8,0.37037037037037035,20,25,True
A,builtin.default,je4042,42,50,50,54,0.1,0.9,0.7962962962962963,0.664695080510446,0.8936807475098024,True,True,0.2962962962962963,0.7105263157894737,0.5,27,38,True
C,experimental.difficulty_normalized,je4042,42,50,50,54,0.1,0.9,0.7222222222222222,0.5835649881631539,0.8354452937232869,True,True,0.12962962962962962,0.7659574468085106,0.6666666666666666,36,47,True
A,builtin.default,je4042,42,100,100,54,0.05,0.95,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.7407407407407407,0.8571428571428571,0.2222222222222222,12,14,True
C,experimental.difficulty_normalized,je4042,42,100,100,54,0.05,0.95,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.7407407407407407,0.8571428571428571,0.2222222222222222,12,14,True
A,builtin.default,je4042,42,100,100,54,0.1,0.9,0.8703703703703703,0.7509878075968532,0.9462570093114789,True,False,0.4074074074074074,0.78125,0.46296296296296297,25,32,True
C,experimental.difficulty_normalized,je4042,42,100,100,54,0.1,0.9,0.8148148148148148,0.6857034830197921,0.9074545132942392,True,False,0.2222222222222222,0.7619047619047619,0.5925925925925926,32,42,True
A,builtin.default,je4042,42,200,200,54,0.05,0.95,0.9814814814814815,0.9010848404921487,0.9995312615960904,False,False,0.8333333333333334,0.8888888888888888,0.14814814814814814,8,9,True
C,experimental.difficulty_normalized,je4042,42,200,200,54,0.05,0.95,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.7592592592592593,0.8461538461538461,0.2037037037037037,11,13,True
A,builtin.default,je4042,42,200,200,54,0.1,0.9,0.9814814814814815,0.9010848404921487,0.9995312615960904,False,False,0.8333333333333334,0.8888888888888888,0.14814814814814814,8,9,True
C,experimental.difficulty_normalized,je4042,42,200,200,54,0.1,0.9,0.8333333333333334,0.707058760885813,0.9208455638299506,True,False,0.3148148148148148,0.7567567567567568,0.5185185185185185,28,37,True
A,builtin.default,je4042,42,400,214,54,0.05,0.95,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.9074074074074074,0.6,0.05555555555555555,3,5,True
C,experimental.difficulty_normalized,je4042,42,400,214,54,0.05,0.95,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.9814814814814815,0.0,0.0,0,1,True
A,builtin.default,je4042,42,400,214,54,0.1,0.9,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.8333333333333334,0.7777777777777778,0.12962962962962962,7,9,True
C,experimental.difficulty_normalized,je4042,42,400,214,54,0.1,0.9,0.9259259259259259,0.8210665708339272,0.9794490327019055,False,False,0.9259259259259259,0.5,0.037037037037037035,2,4,True
A,builtin.default,je4042,43,50,50,54,0.05,0.95,0.9814814814814815,0.9010848404921487,0.9995312615960904,False,False,0.9074074074074074,0.8,0.07407407407407407,4,5,True
C,experimental.difficulty_normalized,je4042,43,50,50,54,0.05,0.95,0.9444444444444444,0.8461149662083893,0.9883932256200587,True,False,0.7407407407407407,0.7857142857142857,0.2037037037037037,11,14,True
A,builtin.default,je4042,43,50,50,54,0.1,0.9,0.9074074074074074,0.7969984528136825,0.9692472147325784,False,False,0.6666666666666666,0.7222222222222222,0.24074074074074073,13,18,True
C,experimental.difficulty_normalized,je4042,43,50,50,54,0.1,0.9,0.9444444444444444,0.8461149662083893,0.9883932256200587,False,False,0.6666666666666666,0.8333333333333334,0.2777777777777778,15,18,True
A,builtin.default,je4042,43,100,100,54,0.05,0.95,1.0,0.9339684857558858,1.0,False,False,0.9444444444444444,1.0,0.05555555555555555,3,3,True
C,experimental.difficulty_normalized,je4042,43,100,100,54,0.05,0.95,0.9444444444444444,0.8461149662083893,0.9883932256200587,True,False,0.7222222222222222,0.8,0.2222222222222222,12,15,True
A,builtin.default,je4042,43,100,100,54,0.1,0.9,0.9259259259259259,0.8210665708339272,0.9794490327019055,False,False,0.5185185185185185,0.8461538461538461,0.4074074074074074,22,26,True
C,experimental.difficulty_normalized,je4042,43,100,100,54,0.1,0.9,0.9259259259259259,0.8210665708339272,0.9794490327019055,False,False,0.5555555555555556,0.8333333333333334,0.37037037037037035,20,24,True
A,builtin.default,je4042,43,200,200,54,0.05,0.95,0.8703703703703703,0.7509878075968532,0.9462570093114789,True,True,0.5925925925925926,0.6818181818181818,0.2777777777777778,15,22,True
C,experimental.difficulty_normalized,je4042,43,200,200,54,0.05,0.95,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.6296296296296297,0.9,0.3333333333333333,18,20,True
A,builtin.default,je4042,43,200,200,54,0.1,0.9,0.8333333333333334,0.707058760885813,0.9208455638299506,True,False,0.5,0.6666666666666666,0.3333333333333333,18,27,True
C,experimental.difficulty_normalized,je4042,43,200,200,54,0.1,0.9,0.9444444444444444,0.8461149662083893,0.9883932256200587,False,False,0.4444444444444444,0.9,0.5,27,30,True
A,builtin.default,je4042,43,400,214,54,0.05,0.95,0.9259259259259259,0.8210665708339272,0.9794490327019055,True,False,0.6296296296296297,0.8,0.2962962962962963,16,20,True
C,experimental.difficulty_normalized,je4042,43,400,214,54,0.05,0.95,0.9814814814814815,0.9010848404921487,0.9995312615960904,False,False,0.7962962962962963,0.9090909090909091,0.18518518518518517,10,11,True
A,builtin.default,je4042,43,400,214,54,0.1,0.9,0.8888888888888888,0.7736868373700312,0.958116236422146,True,False,0.5555555555555556,0.75,0.3333333333333333,18,24,True
C,experimental.difficulty_normalized,je4042,43,400,214,54,0.1,0.9,0.8703703703703703,0.7509878075968532,0.9462570093114789,True,False,0.6851851851851852,0.7058823529411765,0.2222222222222222,12,17,True
A,builtin.default,je4042,44,50,50,54,0.05,0.95,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.8333333333333334,0.7777777777777778,0.12962962962962962,7,9,True
C,experimental.difficulty_normalized,je4042,44,50,50,54,0.05,0.95,0.8518518518518519,0.7288023114378762,0.9338024228387042,True,True,0.48148148148148145,0.75,0.3888888888888889,21,28,True
A,builtin.default,je4042,44,50,50,54,0.1,0.9,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.7407407407407407,0.8571428571428571,0.2222222222222222,12,14,True
C,experimental.difficulty_normalized,je4042,44,50,50,54,0.1,0.9,0.8333333333333334,0.707058760885813,0.9208455638299506,True,False,0.4444444444444444,0.7666666666666667,0.42592592592592593,23,30,True
A,builtin.default,je4042,44,100,100,54,0.05,0.95,0.9259259259259259,0.8210665708339272,0.9794490327019055,True,False,0.6851851851851852,0.7647058823529411,0.24074074074074073,13,17,True
C,experimental.difficulty_normalized,je4042,44,100,100,54,0.05,0.95,0.8333333333333334,0.707058760885813,0.9208455638299506,True,True,0.46296296296296297,0.6896551724137931,0.37037037037037035,20,29,True
A,builtin.default,je4042,44,100,100,54,0.1,0.9,0.9259259259259259,0.8210665708339272,0.9794490327019055,False,False,0.5370370370370371,0.84,0.3888888888888889,21,25,True
C,experimental.difficulty_normalized,je4042,44,100,100,54,0.1,0.9,0.8148148148148148,0.6857034830197921,0.9074545132942392,True,False,0.18518518518518517,0.7727272727272727,0.6296296296296297,34,44,True
A,builtin.default,je4042,44,200,200,54,0.05,0.95,0.9444444444444444,0.8461149662083893,0.9883932256200587,True,False,0.7777777777777778,0.75,0.16666666666666666,9,12,True
C,experimental.difficulty_normalized,je4042,44,200,200,54,0.05,0.95,0.8703703703703703,0.7509878075968532,0.9462570093114789,True,True,0.6296296296296297,0.65,0.24074074074074073,13,20,True
A,builtin.default,je4042,44,200,200,54,0.1,0.9,0.8518518518518519,0.7288023114378762,0.9338024228387042,True,False,0.5555555555555556,0.6666666666666666,0.2962962962962963,16,24,True
C,experimental.difficulty_normalized,je4042,44,200,200,54,0.1,0.9,0.8333333333333334,0.707058760885813,0.9208455638299506,True,False,0.5555555555555556,0.625,0.2777777777777778,15,24,True
A,builtin.default,je4042,44,400,214,54,0.05,0.95,1.0,0.9339684857558858,1.0,False,False,0.9814814814814815,1.0,0.018518518518518517,1,1,True
C,experimental.difficulty_normalized,je4042,44,400,214,54,0.05,0.95,0.9259259259259259,0.8210665708339272,0.9794490327019055,True,False,0.8333333333333334,0.5555555555555556,0.09259259259259259,5,9,True
A,builtin.default,je4042,44,400,214,54,0.1,0.9,0.8703703703703703,0.7509878075968532,0.9462570093114789,True,False,0.7222222222222222,0.5333333333333333,0.14814814814814814,8,15,True
C,experimental.difficulty_normalized,je4042,44,400,214,54,0.1,0.9,0.9074074074074074,0.7969984528136825,0.9692472147325784,False,False,0.7222222222222222,0.7333333333333333,0.2037037037037037,11,15,True
A,builtin.default,je4042,45,50,50,54,0.05,0.95,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.5925925925925926,0.9090909090909091,0.37037037037037035,20,22,True
C,experimental.difficulty_normalized,je4042,45,50,50,54,0.05,0.95,1.0,0.9339684857558858,1.0,False,False,0.7962962962962963,1.0,0.2037037037037037,11,11,True
A,builtin.default,je4042,45,50,50,54,0.1,0.9,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.5370370370370371,0.92,0.42592592592592593,23,25,True
C,experimental.difficulty_normalized,je4042,45,50,50,54,0.1,0.9,0.9444444444444444,0.8461149662083893,0.9883932256200587,False,False,0.37037037037037035,0.9117647058823529,0.5740740740740741,31,34,True
A,builtin.default,je4042,45,100,100,54,0.05,0.95,0.9814814814814815,0.9010848404921487,0.9995312615960904,False,False,0.6851851851851852,0.9411764705882353,0.2962962962962963,16,17,True
C,experimental.difficulty_normalized,je4042,45,100,100,54,0.05,0.95,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.7037037037037037,0.875,0.25925925925925924,14,16,True
A,builtin.default,je4042,45,100,100,54,0.1,0.9,0.9074074074074074,0.7969984528136825,0.9692472147325784,False,False,0.37037037037037035,0.8529411764705882,0.5370370370370371,29,34,True
C,experimental.difficulty_normalized,je4042,45,100,100,54,0.1,0.9,0.9259259259259259,0.8210665708339272,0.9794490327019055,False,False,0.4444444444444444,0.8666666666666667,0.48148148148148145,26,30,True
A,builtin.default,je4042,45,200,200,54,0.05,0.95,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.7407407407407407,0.8571428571428571,0.2222222222222222,12,14,True
C,experimental.difficulty_normalized,je4042,45,200,200,54,0.05,0.95,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.7037037037037037,0.875,0.25925925925925924,14,16,True
A,builtin.default,je4042,45,200,200,54,0.1,0.9,0.9259259259259259,0.8210665708339272,0.9794490327019055,False,False,0.5555555555555556,0.8333333333333334,0.37037037037037035,20,24,True
C,experimental.difficulty_normalized,je4042,45,200,200,54,0.1,0.9,0.9444444444444444,0.8461149662083893,0.9883932256200587,False,False,0.5555555555555556,0.875,0.3888888888888889,21,24,True
A,builtin.default,je4042,45,400,214,54,0.05,0.95,1.0,0.9339684857558858,1.0,False,False,0.9814814814814815,1.0,0.018518518518518517,1,1,True
C,experimental.difficulty_normalized,je4042,45,400,214,54,0.05,0.95,0.9444444444444444,0.8461149662083893,0.9883932256200587,True,False,0.9814814814814815,1.0,0.018518518518518517,1,1,True
A,builtin.default,je4042,45,400,214,54,0.1,0.9,0.9074074074074074,0.7969984528136825,0.9692472147325784,False,False,0.6851851851851852,0.7058823529411765,0.2222222222222222,12,17,True
C,experimental.difficulty_normalized,je4042,45,400,214,54,0.1,0.9,0.9074074074074074,0.7969984528136825,0.9692472147325784,False,False,0.9814814814814815,1.0,0.018518518518518517,1,1,True
A,builtin.default,je4042,46,50,50,54,0.05,0.95,0.8888888888888888,0.7736868373700312,0.958116236422146,True,False,0.5,0.7777777777777778,0.3888888888888889,21,27,True
C,experimental.difficulty_normalized,je4042,46,50,50,54,0.05,0.95,0.9444444444444444,0.8461149662083893,0.9883932256200587,True,False,0.7407407407407407,0.7857142857142857,0.2037037037037037,11,14,True
A,builtin.default,je4042,46,50,50,54,0.1,0.9,0.8518518518518519,0.7288023114378762,0.9338024228387042,True,False,0.3148148148148148,0.7837837837837838,0.5370370370370371,29,37,True
C,experimental.difficulty_normalized,je4042,46,50,50,54,0.1,0.9,0.8703703703703703,0.7509878075968532,0.9462570093114789,True,False,0.4074074074074074,0.78125,0.46296296296296297,25,32,True
A,builtin.default,je4042,46,100,100,54,0.05,0.95,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.6666666666666666,0.8888888888888888,0.2962962962962963,16,18,True
C,experimental.difficulty_normalized,je4042,46,100,100,54,0.05,0.95,0.8703703703703703,0.7509878075968532,0.9462570093114789,True,True,0.42592592592592593,0.7741935483870968,0.4444444444444444,24,31,True
A,builtin.default,je4042,46,100,100,54,0.1,0.9,0.8333333333333334,0.707058760885813,0.9208455638299506,True,False,0.35185185185185186,0.7428571428571429,0.48148148148148145,26,35,True
C,experimental.difficulty_normalized,je4042,46,100,100,54,0.1,0.9,0.8518518518518519,0.7288023114378762,0.9338024228387042,True,False,0.35185185185185186,0.7714285714285715,0.5,27,35,True
A,builtin.default,je4042,46,200,200,54,0.05,0.95,0.9259259259259259,0.8210665708339272,0.9794490327019055,True,False,0.6666666666666666,0.7777777777777778,0.25925925925925924,14,18,True
C,experimental.difficulty_normalized,je4042,46,200,200,54,0.05,0.95,0.9074074074074074,0.7969984528136825,0.9692472147325784,True,False,0.6111111111111112,0.7619047619047619,0.2962962962962963,16,21,True
A,builtin.default,je4042,46,200,200,54,0.1,0.9,0.9259259259259259,0.8210665708339272,0.9794490327019055,False,False,0.6666666666666666,0.7777777777777778,0.25925925925925924,14,18,True
C,experimental.difficulty_normalized,je4042,46,200,200,54,0.1,0.9,0.9074074074074074,0.7969984528136825,0.9692472147325784,False,False,0.5740740740740741,0.782608695652174,0.3333333333333333,18,23,True
A,builtin.default,je4042,46,400,214,54,0.05,0.95,0.9814814814814815,0.9010848404921487,0.9995312615960904,False,False,0.9814814814814815,0.0,0.0,0,1,True
C,experimental.difficulty_normalized,je4042,46,400,214,54,0.05,0.95,0.9814814814814815,0.9010848404921487,0.9995312615960904,False,False,0.9629629629629629,0.5,0.018518518518518517,1,2,True
A,builtin.default,je4042,46,400,214,54,0.1,0.9,0.9074074074074074,0.7969984528136825,0.9692472147325784,False,False,0.6851851851851852,0.7058823529411765,0.2222222222222222,12,17,True
C,experimental.difficulty_normalized,je4042,46,400,214,54,0.1,0.9,0.9259259259259259,0.8210665708339272,0.9794490327019055,False,False,0.8518518518518519,0.5,0.07407407407407407,4,8,True
A,builtin.default,je4243,42,50,50,73,0.05,0.95,0.8904109589041096,0.7954356791513938,0.9514835762790721,True,False,0.6575342465753424,0.68,0.2328767123287671,17,25,True
C,experimental.difficulty_normalized,je4243,42,50,50,73,0.05,0.95,0.9178082191780822,0.829638920771308,0.9692384699255862,True,False,0.7534246575342466,0.6666666666666666,0.1643835616438356,12,18,True
A,builtin.default,je4243,42,50,50,73,0.1,0.9,0.863013698630137,0.7624713452632966,0.9323059331231339,True,False,0.6027397260273972,0.6551724137931034,0.2602739726027397,19,29,True
C,experimental.difficulty_normalized,je4243,42,50,50,73,0.1,0.9,0.8356164383561644,0.7304564280243105,0.9120700678664172,True,False,0.5616438356164384,0.625,0.273972602739726,20,32,True
A,builtin.default,je4243,42,100,100,73,0.05,0.95,0.9041095890410958,0.812357573437895,0.9605709863752372,True,False,0.6986301369863014,0.6818181818181818,0.2054794520547945,15,22,True
C,experimental.difficulty_normalized,je4243,42,100,100,73,0.05,0.95,0.958904109589041,0.8845639212331328,0.991443510492193,False,False,0.8493150684931506,0.7272727272727273,0.1095890410958904,8,11,True
A,builtin.default,je4243,42,100,100,73,0.1,0.9,0.8904109589041096,0.7954356791513938,0.9514835762790721,True,False,0.6438356164383562,0.6923076923076923,0.2465753424657534,18,26,True
C,experimental.difficulty_normalized,je4243,42,100,100,73,0.1,0.9,0.8904109589041096,0.7954356791513938,0.9514835762790721,True,False,0.6438356164383562,0.6923076923076923,0.2465753424657534,18,26,True
A,builtin.default,je4243,42,200,200,73,0.05,0.95,0.9726027397260274,0.9045108361622107,0.9966646711069538,False,False,0.8904109589041096,0.75,0.0821917808219178,6,8,True
C,experimental.difficulty_normalized,je4243,42,200,200,73,0.05,0.95,0.9726027397260274,0.9045108361622107,0.9966646711069538,False,False,0.8356164383561644,0.8333333333333334,0.136986301369863,10,12,True
A,builtin.default,je4243,42,200,200,73,0.1,0.9,0.9726027397260274,0.9045108361622107,0.9966646711069538,False,False,0.8904109589041096,0.75,0.0821917808219178,6,8,True
C,experimental.difficulty_normalized,je4243,42,200,200,73,0.1,0.9,0.9315068493150684,0.8473529862225702,0.9773878044971686,False,False,0.6712328767123288,0.7916666666666666,0.2602739726027397,19,24,True
A,builtin.default,je4243,42,400,288,73,0.05,0.95,1.0,0.950722939104134,1.0,False,False,0.958904109589041,1.0,0.0410958904109589,3,3,True
C,experimental.difficulty_normalized,je4243,42,400,288,73,0.05,0.95,0.9315068493150684,0.8473529862225702,0.9773878044971686,True,False,0.7945205479452054,0.6666666666666666,0.136986301369863,10,15,True
A,builtin.default,je4243,42,400,288,73,0.1,0.9,1.0,0.950722939104134,1.0,False,False,0.958904109589041,1.0,0.0410958904109589,3,3,True
C,experimental.difficulty_normalized,je4243,42,400,288,73,0.1,0.9,0.8767123287671232,0.7788202173054585,0.9420450842926539,True,False,0.6575342465753424,0.64,0.2191780821917808,16,25,True
A,builtin.default,je4243,43,50,50,73,0.05,0.95,0.8767123287671232,0.7788202173054585,0.9420450842926539,True,True,0.5753424657534246,0.7096774193548387,0.3013698630136986,22,31,True
C,experimental.difficulty_normalized,je4243,43,50,50,73,0.05,0.95,0.863013698630137,0.7624713452632966,0.9323059331231339,True,True,0.6438356164383562,0.6153846153846154,0.2191780821917808,16,26,True
A,builtin.default,je4243,43,50,50,73,0.1,0.9,0.7671232876712328,0.6535345100607859,0.8581020051527923,True,True,0.3561643835616438,0.6382978723404256,0.410958904109589,30,47,True
C,experimental.difficulty_normalized,je4243,43,50,50,73,0.1,0.9,0.684931506849315,0.5656134034077355,0.7887043123431543,True,True,0.3287671232876712,0.5306122448979592,0.3561643835616438,26,49,True
A,builtin.default,je4243,43,100,100,73,0.05,0.95,0.8904109589041096,0.7954356791513938,0.9514835762790721,True,False,0.6301369863013698,0.7037037037037037,0.2602739726027397,19,27,True
C,experimental.difficulty_normalized,je4243,43,100,100,73,0.05,0.95,0.7808219178082192,0.6686159953793441,0.869219253030055,True,True,0.5068493150684932,0.5555555555555556,0.273972602739726,20,36,True
A,builtin.default,je4243,43,100,100,73,0.1,0.9,0.7671232876712328,0.6535345100607859,0.8581020051527923,True,True,0.4246575342465753,0.5952380952380952,0.3424657534246575,25,42,True
C,experimental.difficulty_normalized,je4243,43,100,100,73,0.1,0.9,0.726027397260274,0.6090586395621227,0.823940797837445,True,True,0.3835616438356164,0.5555555555555556,0.3424657534246575,25,45,True
A,builtin.default,je4243,43,200,200,73,0.05,0.95,0.9178082191780822,0.829638920771308,0.9692384699255862,True,False,0.726027397260274,0.7,0.1917808219178082,14,20,True
C,experimental.difficulty_normalized,je4243,43,200,200,73,0.05,0.95,0.8767123287671232,0.7788202173054585,0.9420450842926539,True,True,0.6438356164383562,0.6538461538461539,0.2328767123287671,17,26,True
A,builtin.default,je4243,43,200,200,73,0.1,0.9,0.8356164383561644,0.7304564280243105,0.9120700678664172,True,False,0.5068493150684932,0.6666666666666666,0.3287671232876712,24,36,True
C,experimental.difficulty_normalized,je4243,43,200,200,73,0.1,0.9,0.863013698630137,0.7624713452632966,0.9323059331231339,True,False,0.6164383561643836,0.6428571428571429,0.2465753424657534,18,28,True
A,builtin.default,je4243,43,400,288,73,0.05,0.95,0.9863013698630136,0.9260236768216559,0.9996532408475827,False,False,0.863013698630137,0.9,0.1232876712328767,9,10,True
C,experimental.difficulty_normalized,je4243,43,400,288,73,0.05,0.95,0.9726027397260274,0.9045108361622107,0.9966646711069538,False,False,0.9452054794520548,0.5,0.0273972602739726,2,4,True
A,builtin.default,je4243,43,400,288,73,0.1,0.9,0.9178082191780822,0.829638920771308,0.9692384699255862,False,False,0.7808219178082192,0.625,0.136986301369863,10,16,True
C,experimental.difficulty_normalized,je4243,43,400,288,73,0.1,0.9,0.9315068493150684,0.8473529862225702,0.9773878044971686,False,False,0.821917808219178,0.6153846153846154,0.1095890410958904,8,13,True
A,builtin.default,je4243,44,50,50,73,0.05,0.95,0.9726027397260274,0.9045108361622107,0.9966646711069538,False,False,0.7397260273972602,0.8947368421052632,0.2328767123287671,17,19,True
C,experimental.difficulty_normalized,je4243,44,50,50,73,0.05,0.95,0.9863013698630136,0.9260236768216559,0.9996532408475827,False,False,0.8904109589041096,0.875,0.0958904109589041,7,8,True
A,builtin.default,je4243,44,50,50,73,0.1,0.9,0.9726027397260274,0.9045108361622107,0.9966646711069538,False,False,0.7397260273972602,0.8947368421052632,0.2328767123287671,17,19,True
C,experimental.difficulty_normalized,je4243,44,50,50,73,0.1,0.9,0.9315068493150684,0.8473529862225702,0.9773878044971686,False,False,0.6438356164383562,0.8076923076923077,0.2876712328767123,21,26,True
A,builtin.default,je4243,44,100,100,73,0.05,0.95,0.958904109589041,0.8845639212331328,0.991443510492193,False,False,0.726027397260274,0.85,0.2328767123287671,17,20,True
C,experimental.difficulty_normalized,je4243,44,100,100,73,0.05,0.95,0.958904109589041,0.8845639212331328,0.991443510492193,False,False,0.7397260273972602,0.8421052631578947,0.2191780821917808,16,19,True
A,builtin.default,je4243,44,100,100,73,0.1,0.9,0.9041095890410958,0.812357573437895,0.9605709863752372,False,False,0.5342465753424658,0.7941176470588235,0.3698630136986301,27,34,True
C,experimental.difficulty_normalized,je4243,44,100,100,73,0.1,0.9,0.9315068493150684,0.8473529862225702,0.9773878044971686,False,False,0.6301369863013698,0.8148148148148148,0.3013698630136986,22,27,True
A,builtin.default,je4243,44,200,200,73,0.05,0.95,0.8904109589041096,0.7954356791513938,0.9514835762790721,True,False,0.589041095890411,0.7333333333333333,0.3013698630136986,22,30,True
C,experimental.difficulty_normalized,je4243,44,200,200,73,0.05,0.95,0.8493150684931506,0.7463582273482849,0.9223043390765039,True,True,0.589041095890411,0.6333333333333333,0.2602739726027397,19,30,True
A,builtin.default,je4243,44,200,200,73,0.1,0.9,0.8493150684931506,0.7463582273482849,0.9223043390765039,True,False,0.4383561643835616,0.7317073170731707,0.410958904109589,30,41,True
C,experimental.difficulty_normalized,je4243,44,200,200,73,0.1,0.9,0.8356164383561644,0.7304564280243105,0.9120700678664172,True,False,0.4794520547945205,0.6842105263157895,0.3561643835616438,26,38,True
A,builtin.default,je4243,44,400,288,73,0.05,0.95,0.958904109589041,0.8845639212331328,0.991443510492193,False,False,0.9178082191780822,0.5,0.0410958904109589,3,6,True
C,experimental.difficulty_normalized,je4243,44,400,288,73,0.05,0.95,0.9315068493150684,0.8473529862225702,0.9773878044971686,True,False,0.9041095890410958,0.2857142857142857,0.0273972602739726,2,7,True
A,builtin.default,je4243,44,400,288,73,0.1,0.9,0.958904109589041,0.8845639212331328,0.991443510492193,False,False,0.9178082191780822,0.5,0.0410958904109589,3,6,True
C,experimental.difficulty_normalized,je4243,44,400,288,73,0.1,0.9,0.8904109589041096,0.7954356791513938,0.9514835762790721,True,False,0.8904109589041096,0.375,0.0410958904109589,3,8,True
A,builtin.default,je4243,45,50,50,73,0.05,0.95,0.9863013698630136,0.9260236768216559,0.9996532408475827,False,False,0.958904109589041,0.6666666666666666,0.0273972602739726,2,3,True
C,experimental.difficulty_normalized,je4243,45,50,50,73,0.05,0.95,0.9315068493150684,0.8473529862225702,0.9773878044971686,True,False,0.7534246575342466,0.7222222222222222,0.1780821917808219,13,18,True
A,builtin.default,je4243,45,50,50,73,0.1,0.9,0.9315068493150684,0.8473529862225702,0.9773878044971686,False,False,0.6164383561643836,0.8214285714285714,0.3150684931506849,23,28,True
C,experimental.difficulty_normalized,je4243,45,50,50,73,0.1,0.9,0.9041095890410958,0.812357573437895,0.9605709863752372,False,False,0.6438356164383562,0.7307692307692307,0.2602739726027397,19,26,True
A,builtin.default,je4243,45,100,100,73,0.05,0.95,0.9863013698630136,0.9260236768216559,0.9996532408475827,False,False,0.7808219178082192,0.9375,0.2054794520547945,15,16,True
C,experimental.difficulty_normalized,je4243,45,100,100,73,0.05,0.95,0.958904109589041,0.8845639212331328,0.991443510492193,False,False,0.7808219178082192,0.8125,0.1780821917808219,13,16,True
A,builtin.default,je4243,45,100,100,73,0.1,0.9,0.9315068493150684,0.8473529862225702,0.9773878044971686,False,False,0.6164383561643836,0.8214285714285714,0.3150684931506849,23,28,True
C,experimental.difficulty_normalized,je4243,45,100,100,73,0.1,0.9,0.9178082191780822,0.829638920771308,0.9692384699255862,False,False,0.6712328767123288,0.75,0.2465753424657534,18,24,True
A,builtin.default,je4243,45,200,200,73,0.05,0.95,1.0,0.950722939104134,1.0,False,False,0.958904109589041,1.0,0.0410958904109589,3,3,True
C,experimental.difficulty_normalized,je4243,45,200,200,73,0.05,0.95,0.8904109589041096,0.7954356791513938,0.9514835762790721,True,False,0.6575342465753424,0.68,0.2328767123287671,17,25,True
A,builtin.default,je4243,45,200,200,73,0.1,0.9,0.9041095890410958,0.812357573437895,0.9605709863752372,False,False,0.589041095890411,0.7666666666666667,0.3150684931506849,23,30,True
C,experimental.difficulty_normalized,je4243,45,200,200,73,0.1,0.9,0.8904109589041096,0.7954356791513938,0.9514835762790721,True,False,0.5616438356164384,0.75,0.3287671232876712,24,32,True
A,builtin.default,je4243,45,400,288,73,0.05,0.95,0.9726027397260274,0.9045108361622107,0.9966646711069538,False,False,0.863013698630137,0.8,0.1095890410958904,8,10,True
C,experimental.difficulty_normalized,je4243,45,400,288,73,0.05,0.95,0.9452054794520548,0.8656061656452231,0.9848704761618117,True,False,0.9315068493150684,0.8,0.0547945205479452,4,5,True
A,builtin.default,je4243,45,400,288,73,0.1,0.9,0.9726027397260274,0.9045108361622107,0.9966646711069538,False,False,0.863013698630137,0.8,0.1095890410958904,8,10,True
C,experimental.difficulty_normalized,je4243,45,400,288,73,0.1,0.9,0.8904109589041096,0.7954356791513938,0.9514835762790721,True,False,0.726027397260274,0.8,0.2191780821917808,16,20,True
A,builtin.default,je4243,46,50,50,73,0.05,0.95,0.9452054794520548,0.8656061656452231,0.9848704761618117,True,False,0.7945205479452054,0.7333333333333333,0.1506849315068493,11,15,True
C,experimental.difficulty_normalized,je4243,46,50,50,73,0.05,0.95,0.958904109589041,0.8845639212331328,0.991443510492193,False,False,0.821917808219178,0.7692307692307693,0.136986301369863,10,13,True
A,builtin.default,je4243,46,50,50,73,0.1,0.9,0.8493150684931506,0.7463582273482849,0.9223043390765039,True,False,0.4657534246575342,0.717948717948718,0.3835616438356164,28,39,True
C,experimental.difficulty_normalized,je4243,46,50,50,73,0.1,0.9,0.9041095890410958,0.812357573437895,0.9605709863752372,False,False,0.6986301369863014,0.6818181818181818,0.2054794520547945,15,22,True
A,builtin.default,je4243,46,100,100,73,0.05,0.95,0.9452054794520548,0.8656061656452231,0.9848704761618117,True,False,0.7808219178082192,0.75,0.1643835616438356,12,16,True
