arm,strategy,dataset,seed,n_cal_target,n_cal,n_test,epsilon,confidence,coverage,lower_ci,upper_ci,violation,structural_violation,reject_rate,singleton_precision,singleton_recall,singleton_correct_count,singleton_count,singleton_precision_recall_defined
A,builtin.default,transfusion,45,50,50,101,0.05,0.95,1.0,0.9641353796099911,1.0,False,False,1.0,,0.0,0,0,False
C,experimental.difficulty_normalized,transfusion,45,50,50,101,0.05,0.95,0.9603960396039604,0.9016949813799406,0.9891055162831762,False,False,0.7524752475247525,0.84,0.2079207920792079,21,25,True
A,builtin.default,transfusion,45,50,50,101,0.1,0.9,0.8712871287128713,0.7899579887943088,0.9296498185265997,True,False,0.3465346534653465,0.803030303030303,0.5247524752475248,53,66,True
C,experimental.difficulty_normalized,transfusion,45,50,50,101,0.1,0.9,0.8712871287128713,0.7899579887943088,0.9296498185265997,True,False,0.36633663366336633,0.796875,0.504950495049505,51,64,True
A,builtin.default,transfusion,45,100,100,101,0.05,0.95,0.9603960396039604,0.9016949813799406,0.9891055162831762,False,False,0.7524752475247525,0.84,0.2079207920792079,21,25,True
C,experimental.difficulty_normalized,transfusion,45,100,100,101,0.05,0.95,0.9207920792079208,0.8498837989949124,0.9651830896013818,True,False,0.504950495049505,0.84,0.4158415841584158,42,50,True
A,builtin.default,transfusion,45,100,100,101,0.1,0.9,0.8316831683168316,0.7442421479790176,0.8987816062438221,True,True,0.24752475247524752,0.7763157894736842,0.5841584158415841,59,76,True
C,experimental.difficulty_normalized,transfusion,45,100,100,101,0.1,0.9,0.8514851485148515,0.7669030961466505,0.9144276711612244,True,False,0.36633663366336633,0.765625,0.48514851485148514,49,64,True
A,builtin.default,transfusion,45,200,200,101,0.05,0.95,0.9306930693069307,0.8624041191911266,0.9716825921850623,True,False,0.6237623762376238,0.8157894736842105,0.3069306930693069,31,38,True
C,experimental.difficulty_normalized,transfusion,45,200,200,101,0.05,0.95,0.9504950495049505,0.8882449413653297,0.9837327848895426,False,False,0.6831683168316832,0.84375,0.26732673267326734,27,32,True
A,builtin.default,transfusion,45,200,200,101,0.1,0.9,0.900990099009901,0.8254471739228809,0.9514912438795933,False,False,0.46534653465346537,0.8148148148148148,0.43564356435643564,44,54,True
C,experimental.difficulty_normalized,transfusion,45,200,200,101,0.1,0.9,0.8811881188118812,0.8016549367364286,0.9370765954673226,True,False,0.42574257425742573,0.7931034482758621,0.45544554455445546,46,58,True
A,builtin.default,transfusion,45,400,399,101,0.05,0.95,0.9603960396039604,0.9016949813799406,0.9891055162831762,False,False,0.900990099009901,0.6,0.0594059405940594,6,10,True
C,experimental.difficulty_normalized,transfusion,45,400,399,101,0.05,0.95,0.9504950495049505,0.8882449413653297,0.9837327848895426,False,False,0.7821782178217822,0.7727272727272727,0.16831683168316833,17,22,True
A,builtin.default,transfusion,45,400,399,101,0.1,0.9,0.9207920792079208,0.8498837989949124,0.9651830896013818,False,False,0.6534653465346535,0.7714285714285715,0.26732673267326734,27,35,True
C,experimental.difficulty_normalized,transfusion,45,400,399,101,0.1,0.9,0.9207920792079208,0.8498837989949124,0.9651830896013818,False,False,0.6435643564356436,0.7777777777777778,0.27722772277227725,28,36,True
A,builtin.default,transfusion,46,50,50,101,0.05,0.95,0.9702970297029703,0.9156431017238734,0.9938321404564355,False,False,0.7920792079207921,0.8571428571428571,0.1782178217821782,18,21,True
C,experimental.difficulty_normalized,transfusion,46,50,50,101,0.05,0.95,0.9603960396039604,0.9016949813799406,0.9891055162831762,False,False,0.8316831683168316,0.7647058823529411,0.12871287128712872,13,17,True
A,builtin.default,transfusion,46,50,50,101,0.1,0.9,0.8613861386138614,0.7783773104113904,0.9220963512091903,True,False,0.2871287128712871,0.8055555555555556,0.5742574257425742,58,72,True
C,experimental.difficulty_normalized,transfusion,46,50,50,101,0.1,0.9,0.8712871287128713,0.7899579887943088,0.9296498185265997,True,False,0.40594059405940597,0.7833333333333333,0.46534653465346537,47,60,True
A,builtin.default,transfusion,46,100,100,101,0.05,0.95,0.9702970297029703,0.9156431017238734,0.9938321404564355,False,False,0.7821782178217822,0.8636363636363636,0.18811881188118812,19,22,True
C,experimental.difficulty_normalized,transfusion,46,100,100,101,0.05,0.95,0.9405940594059405,0.8751735633554861,0.977889427590582,True,False,0.7227722772277227,0.7857142857142857,0.21782178217821782,22,28,True
A,builtin.default,transfusion,46,100,100,101,0.1,0.9,0.8712871287128713,0.7899579887943088,0.9296498185265997,True,False,0.31683168316831684,0.8115942028985508,0.5544554455445545,56,69,True
C,experimental.difficulty_normalized,transfusion,46,100,100,101,0.1,0.9,0.8316831683168316,0.7442421479790176,0.8987816062438221,True,True,0.33663366336633666,0.7611940298507462,0.504950495049505,51,67,True
A,builtin.default,transfusion,46,200,200,101,0.05,0.95,0.9603960396039604,0.9016949813799406,0.9891055162831762,False,False,0.6534653465346535,0.8857142857142857,0.3069306930693069,31,35,True
C,experimental.difficulty_normalized,transfusion,46,200,200,101,0.05,0.95,0.9207920792079208,0.8498837989949124,0.9651830896013818,True,False,0.7029702970297029,0.7333333333333333,0.21782178217821782,22,30,True
A,builtin.default,transfusion,46,200,200,101,0.1,0.9,0.9603960396039604,0.9016949813799406,0.9891055162831762,False,False,0.5445544554455446,0.9130434782608695,0.4158415841584158,42,46,True
C,experimental.difficulty_normalized,transfusion,46,200,200,101,0.1,0.9,0.8613861386138614,0.7783773104113904,0.9220963512091903,True,False,0.42574257425742573,0.7586206896551724,0.43564356435643564,44,58,True
A,builtin.default,transfusion,46,400,399,101,0.05,0.95,0.9702970297029703,0.9156431017238734,0.9938321404564355,False,False,0.7425742574257426,0.8846153846153846,0.22772277227722773,23,26,True
C,experimental.difficulty_normalized,transfusion,46,400,399,101,0.05,0.95,0.9306930693069307,0.8624041191911266,0.9716825921850623,True,False,0.6633663366336634,0.7941176470588235,0.26732673267326734,27,34,True
A,builtin.default,transfusion,46,400,399,101,0.1,0.9,0.9702970297029703,0.9156431017238734,0.9938321404564355,False,False,0.7425742574257426,0.8846153846153846,0.22772277227722773,23,26,True
C,experimental.difficulty_normalized,transfusion,46,400,399,101,0.1,0.9,0.900990099009901,0.8254471739228809,0.9514912438795933,False,False,0.5346534653465347,0.7872340425531915,0.36633663366336633,37,47,True
A,builtin.default,ttt,42,50,50,192,0.05,0.95,0.9895833333333334,0.9628799285158693,0.9987359944593739,False,False,0.015625,0.9894179894179894,0.9739583333333334,187,189,True
C,experimental.difficulty_normalized,ttt,42,50,50,192,0.05,0.95,0.9895833333333334,0.9628799285158693,0.9987359944593739,False,False,0.005208333333333333,0.9895287958115183,0.984375,189,191,True
A,builtin.default,ttt,42,50,50,192,0.1,0.9,0.9270833333333334,0.8806839297154232,0.9595644420450734,False,False,0.07291666666666667,1.0,0.9270833333333334,178,178,True
C,experimental.difficulty_normalized,ttt,42,50,50,192,0.1,0.9,0.8854166666666666,0.831670084586069,0.926781586203589,True,False,0.11458333333333333,1.0,0.8854166666666666,170,170,True
A,builtin.default,ttt,42,100,100,192,0.05,0.95,0.9427083333333334,0.899803205824271,0.9710565083499306,True,False,0.052083333333333336,0.9945054945054945,0.9427083333333334,181,182,True
C,experimental.difficulty_normalized,ttt,42,100,100,192,0.05,0.95,0.9427083333333334,0.899803205824271,0.9710565083499306,True,False,0.052083333333333336,0.9945054945054945,0.9427083333333334,181,182,True
A,builtin.default,ttt,42,100,100,192,0.1,0.9,0.90625,0.8558833222975043,0.9434874244583802,False,False,0.09375,1.0,0.90625,174,174,True
C,experimental.difficulty_normalized,ttt,42,100,100,192,0.1,0.9,0.9010416666666666,0.8497813209449263,0.939362724450049,False,False,0.09895833333333333,1.0,0.9010416666666666,173,173,True
A,builtin.default,ttt,42,200,200,192,0.05,0.95,0.9479166666666666,0.9063046397305599,0.9747446723015589,True,False,0.046875,0.994535519125683,0.9479166666666666,182,183,True
C,experimental.difficulty_normalized,ttt,42,200,200,192,0.05,0.95,0.9322916666666666,0.8869996322086058,0.9634583135210757,True,False,0.0625,0.9944444444444445,0.9322916666666666,179,180,True
A,builtin.default,ttt,42,200,200,192,0.1,0.9,0.90625,0.8558833222975043,0.9434874244583802,False,False,0.09375,1.0,0.90625,174,174,True
C,experimental.difficulty_normalized,ttt,42,200,200,192,0.1,0.9,0.890625,0.8376767224069277,0.9310075506091714,True,False,0.109375,1.0,0.890625,171,171,True
A,builtin.default,ttt,42,400,400,192,0.05,0.95,0.9375,0.8933706834337284,0.9672914165209983,True,False,0.0,0.9375,0.9375,180,192,True
C,experimental.difficulty_normalized,ttt,42,400,400,192,0.05,0.95,0.921875,0.8744184649786815,0.9556157807430986,True,False,0.020833333333333332,0.9414893617021277,0.921875,177,188,True
A,builtin.default,ttt,42,400,400,192,0.1,0.9,0.890625,0.8376767224069277,0.9310075506091714,True,False,0.09375,0.9827586206896551,0.890625,171,174,True
C,experimental.difficulty_normalized,ttt,42,400,400,192,0.1,0.9,0.890625,0.8376767224069277,0.9310075506091714,True,False,0.09375,0.9827586206896551,0.890625,171,174,True
A,builtin.default,ttt,43,50,50,192,0.05,0.95,0.9895833333333334,0.9628799285158693,0.9987359944593739,False,False,0.015625,0.9894179894179894,0.9739583333333334,187,189,True
C,experimental.difficulty_normalized,ttt,43,50,50,192,0.05,0.95,0.9791666666666666,0.9475200885417676,0.994295136798803,False,False,0.015625,0.9894179894179894,0.9739583333333334,187,189,True
A,builtin.default,ttt,43,50,50,192,0.1,0.9,0.8802083333333334,0.8256915588148122,0.9225259536856886,True,False,0.11979166666666667,1.0,0.8802083333333334,169,169,True
C,experimental.difficulty_normalized,ttt,43,50,50,192,0.1,0.9,0.8697916666666666,0.8138129110503748,0.9139322237678209,True,False,0.13020833333333334,1.0,0.8697916666666666,167,167,True
A,builtin.default,ttt,43,100,100,192,0.05,0.95,0.9375,0.8933706834337284,0.9672914165209983,True,False,0.046875,0.9836065573770492,0.9375,180,183,True
C,experimental.difficulty_normalized,ttt,43,100,100,192,0.05,0.95,0.9375,0.8933706834337284,0.9672914165209983,True,False,0.046875,0.9836065573770492,0.9375,180,183,True
A,builtin.default,ttt,43,100,100,192,0.1,0.9,0.9166666666666666,0.8681989181439307,0.9516173335048435,False,False,0.08333333333333333,1.0,0.9166666666666666,176,176,True
C,experimental.difficulty_normalized,ttt,43,100,100,192,0.1,0.9,0.9166666666666666,0.8681989181439307,0.9516173335048435,False,False,0.08333333333333333,1.0,0.9166666666666666,176,176,True
A,builtin.default,ttt,43,200,200,192,0.05,0.95,0.96875,0.933225949028073,0.988447137679589,False,False,0.015625,0.9841269841269841,0.96875,186,189,True
C,experimental.difficulty_normalized,ttt,43,200,200,192,0.05,0.95,0.96875,0.933225949028073,0.988447137679589,False,False,0.020833333333333332,0.9893617021276596,0.96875,186,188,True
A,builtin.default,ttt,43,200,200,192,0.1,0.9,0.9270833333333334,0.8806839297154232,0.9595644420450734,False,False,0.06770833333333333,0.994413407821229,0.9270833333333334,178,179,True
C,experimental.difficulty_normalized,ttt,43,200,200,192,0.1,0.9,0.9270833333333334,0.8806839297154232,0.9595644420450734,False,False,0.06770833333333333,0.994413407821229,0.9270833333333334,178,179,True
A,builtin.default,ttt,43,400,400,192,0.05,0.95,0.9427083333333334,0.899803205824271,0.9710565083499306,True,False,0.0,0.9427083333333334,0.9427083333333334,181,192,True
C,experimental.difficulty_normalized,ttt,43,400,400,192,0.05,0.95,0.9270833333333334,0.8806839297154232,0.9595644420450734,True,False,0.020833333333333332,0.9468085106382979,0.9270833333333334,178,188,True
A,builtin.default,ttt,43,400,400,192,0.1,0.9,0.8802083333333334,0.8256915588148122,0.9225259536856886,True,False,0.10416666666666667,0.9825581395348837,0.8802083333333334,169,172,True
C,experimental.difficulty_normalized,ttt,43,400,400,192,0.1,0.9,0.875,0.8197396243484372,0.9182423309121371,True,False,0.109375,0.9824561403508771,0.875,168,171,True
A,builtin.default,ttt,44,50,50,192,0.05,0.95,0.9791666666666666,0.9475200885417676,0.994295136798803,False,False,0.015625,0.9947089947089947,0.9791666666666666,188,189,True
C,experimental.difficulty_normalized,ttt,44,50,50,192,0.05,0.95,0.9114583333333334,0.8620215983908738,0.947573338792389,True,True,0.08854166666666667,1.0,0.9114583333333334,175,175,True
A,builtin.default,ttt,44,50,50,192,0.1,0.9,0.8854166666666666,0.831670084586069,0.926781586203589,True,False,0.11458333333333333,1.0,0.8854166666666666,170,170,True
C,experimental.difficulty_normalized,ttt,44,50,50,192,0.1,0.9,0.90625,0.8558833222975043,0.9434874244583802,False,False,0.09375,1.0,0.90625,174,174,True
A,builtin.default,ttt,44,100,100,192,0.05,0.95,0.9114583333333334,0.8620215983908738,0.947573338792389,True,True,0.08854166666666667,1.0,0.9114583333333334,175,175,True
C,experimental.difficulty_normalized,ttt,44,100,100,192,0.05,0.95,0.8854166666666666,0.831670084586069,0.926781586203589,True,True,0.11458333333333333,1.0,0.8854166666666666,170,170,True
A,builtin.default,ttt,44,100,100,192,0.1,0.9,0.84375,0.7845179793289718,0.8920277615146112,True,True,0.15625,1.0,0.84375,162,162,True
C,experimental.difficulty_normalized,ttt,44,100,100,192,0.1,0.9,0.8020833333333334,0.7386186439042448,0.8559716070602096,True,True,0.19791666666666666,1.0,0.8020833333333334,154,154,True
A,builtin.default,ttt,44,200,200,192,0.05,0.95,0.9479166666666666,0.9063046397305599,0.9747446723015589,True,False,0.052083333333333336,1.0,0.9479166666666666,182,182,True
C,experimental.difficulty_normalized,ttt,44,200,200,192,0.05,0.95,0.9427083333333334,0.899803205824271,0.9710565083499306,True,False,0.057291666666666664,1.0,0.9427083333333334,181,181,True
A,builtin.default,ttt,44,200,200,192,0.1,0.9,0.859375,0.8020303034054714,0.9052378580716216,True,False,0.140625,1.0,0.859375,165,165,True
C,experimental.difficulty_normalized,ttt,44,200,200,192,0.1,0.9,0.859375,0.8020303034054714,0.9052378580716216,True,False,0.140625,1.0,0.859375,165,165,True
A,builtin.default,ttt,44,400,400,192,0.05,0.95,0.9479166666666666,0.9063046397305599,0.9747446723015589,True,False,0.0,0.9479166666666666,0.9479166666666666,182,192,True
C,experimental.difficulty_normalized,ttt,44,400,400,192,0.05,0.95,0.9479166666666666,0.9063046397305599,0.9747446723015589,True,False,0.0,0.9479166666666666,0.9479166666666666,182,192,True
A,builtin.default,ttt,44,400,400,192,0.1,0.9,0.9114583333333334,0.8620215983908738,0.947573338792389,False,False,0.052083333333333336,0.9615384615384616,0.9114583333333334,175,182,True
C,experimental.difficulty_normalized,ttt,44,400,400,192,0.1,0.9,0.90625,0.8558833222975043,0.9434874244583802,False,False,0.0625,0.9666666666666667,0.90625,174,180,True
A,builtin.default,ttt,45,50,50,192,0.05,0.95,0.9895833333333334,0.9628799285158693,0.9987359944593739,False,False,0.0,0.9895833333333334,0.9895833333333334,190,192,True
C,experimental.difficulty_normalized,ttt,45,50,50,192,0.05,0.95,0.9791666666666666,0.9475200885417676,0.994295136798803,False,False,0.015625,0.9947089947089947,0.9791666666666666,188,189,True
A,builtin.default,ttt,45,50,50,192,0.1,0.9,0.8958333333333334,0.8437131678695671,0.9352019682738462,True,False,0.10416666666666667,1.0,0.8958333333333334,172,172,True
C,experimental.difficulty_normalized,ttt,45,50,50,192,0.1,0.9,0.890625,0.8376767224069277,0.9310075506091714,True,False,0.109375,1.0,0.890625,171,171,True
A,builtin.default,ttt,45,100,100,192,0.05,0.95,0.9739583333333334,0.9402767975045574,0.9914914384850049,False,False,0.020833333333333332,0.9946808510638298,0.9739583333333334,187,188,True
C,experimental.difficulty_normalized,ttt,45,100,100,192,0.05,0.95,0.953125,0.9128841812046543,0.9783447193238117,False,False,0.046875,1.0,0.953125,183,183,True
A,builtin.default,ttt,45,100,100,192,0.1,0.9,0.921875,0.8744184649786815,0.9556157807430986,False,False,0.078125,1.0,0.921875,177,177,True
C,experimental.difficulty_normalized,ttt,45,100,100,192,0.1,0.9,0.90625,0.8558833222975043,0.9434874244583802,False,False,0.09375,1.0,0.90625,174,174,True
A,builtin.default,ttt,45,200,200,192,0.05,0.95,0.9583333333333334,0.9195534273442497,0.9818422838774983,False,False,0.026041666666666668,0.983957219251337,0.9583333333333334,184,187,True
C,experimental.difficulty_normalized,ttt,45,200,200,192,0.05,0.95,0.9479166666666666,0.9063046397305599,0.9747446723015589,True,False,0.041666666666666664,0.9891304347826086,0.9479166666666666,182,184,True
A,builtin.default,ttt,45,200,200,192,0.1,0.9,0.9010416666666666,0.8497813209449263,0.939362724450049,False,False,0.09375,0.9942528735632183,0.9010416666666666,173,174,True
C,experimental.difficulty_normalized,ttt,45,200,200,192,0.1,0.9,0.9010416666666666,0.8497813209449263,0.939362724450049,False,False,0.09375,0.9942528735632183,0.9010416666666666,173,174,True
A,builtin.default,ttt,45,400,400,192,0.05,0.95,0.953125,0.9128841812046543,0.9783447193238117,False,False,0.0,0.953125,0.953125,183,192,True
C,experimental.difficulty_normalized,ttt,45,400,400,192,0.05,0.95,0.953125,0.9128841812046543,0.9783447193238117,False,False,0.0,0.953125,0.953125,183,192,True
A,builtin.default,ttt,45,400,400,192,0.1,0.9,0.921875,0.8744184649786815,0.9556157807430986,False,False,0.057291666666666664,0.9779005524861878,0.921875,177,181,True
