dataset,seed,epsilon,n_cal,n_test,coverage,lower_ci,upper_ci,violation,structural_violation,reject_rate,singleton_precision,singleton_recall,singleton_correct_count,singleton_count,singleton_precision_recall_defined,accepted_accuracy_empirical
iono,43,0.05,70,70,0.9142857142857143,0.8227140809028082,0.9678923638443127,True,False,0.02857142857142857,0.9117647058823529,0.8857142857142857,62,68,True,0.9117647058823529
iono,43,0.1,70,70,0.9,0.8047543474583223,0.9588402984164152,False,False,0.0,0.9,0.9,63,70,True,0.9
iono,44,0.01,70,70,1.0,0.9486662028489762,1.0,False,False,1.0,,0.0,0,0,False,
iono,44,0.05,70,70,0.9,0.8047543474583223,0.9588402984164152,True,False,0.04285714285714286,0.9402985074626866,0.9,63,67,True,0.9402985074626866
iono,44,0.1,70,70,0.8428571428571429,0.7362002347836886,0.9188562364495524,True,False,0.12857142857142856,0.9672131147540983,0.8428571428571429,59,61,True,0.9672131147540983
iono,45,0.01,70,70,1.0,0.9486662028489762,1.0,False,False,1.0,,0.0,0,0,False,
iono,45,0.05,70,70,0.9857142857142858,0.9229562376632336,0.9996383824283673,False,False,0.18571428571428572,0.9824561403508771,0.8,56,57,True,0.9824561403508771
iono,45,0.1,70,70,0.8714285714285714,0.769911609830963,0.9394866858096252,True,False,0.08571428571428572,0.953125,0.8714285714285714,61,64,True,0.953125
iono,46,0.01,70,70,1.0,0.9486662028489762,1.0,False,False,1.0,,0.0,0,0,False,
iono,46,0.05,70,70,0.9857142857142858,0.9229562376632336,0.9996383824283673,False,False,0.2714285714285714,0.9803921568627451,0.7142857142857143,50,51,True,0.9803921568627451
iono,46,0.1,70,70,0.9142857142857143,0.8227140809028082,0.9678923638443127,False,False,0.014285714285714285,0.9130434782608695,0.9,63,69,True,0.8985507246376812
je4042,42,0.01,54,54,1.0,0.9339684857558858,1.0,False,False,1.0,,0.0,0,0,False,
je4042,42,0.05,54,54,0.8888888888888888,0.7736868373700312,0.958116236422146,True,False,0.4444444444444444,0.8,0.4444444444444444,24,30,True,0.8
je4042,42,0.1,54,54,0.8888888888888888,0.7736868373700312,0.958116236422146,True,False,0.4074074074074074,0.8125,0.48148148148148145,26,32,True,0.8125
je4042,43,0.01,54,54,1.0,0.9339684857558858,1.0,False,False,1.0,,0.0,0,0,False,
je4042,43,0.05,54,54,1.0,0.9339684857558858,1.0,False,False,0.9259259259259259,1.0,0.07407407407407407,4,4,True,1.0
je4042,43,0.1,54,54,0.9259259259259259,0.8210665708339272,0.9794490327019055,False,False,0.5740740740740741,0.8260869565217391,0.35185185185185186,19,23,True,0.8260869565217391
je4042,44,0.01,54,54,1.0,0.9339684857558858,1.0,False,False,1.0,,0.0,0,0,False,
je4042,44,0.05,54,54,0.9814814814814815,0.9010848404921487,0.9995312615960904,False,False,0.8703703703703703,0.8571428571428571,0.1111111111111111,6,7,True,0.8571428571428571
je4042,44,0.1,54,54,0.9814814814814815,0.9010848404921487,0.9995312615960904,False,False,0.8703703703703703,0.8571428571428571,0.1111111111111111,6,7,True,0.8571428571428571
je4042,45,0.01,54,54,1.0,0.9339684857558858,1.0,False,False,1.0,,0.0,0,0,False,
je4042,45,0.05,54,54,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.5555555555555556,0.9166666666666666,0.4074074074074074,22,24,True,0.9166666666666666
je4042,45,0.1,54,54,0.8888888888888888,0.7736868373700312,0.958116236422146,True,False,0.25925925925925924,0.85,0.6296296296296297,34,40,True,0.85
je4042,46,0.01,54,54,1.0,0.9339684857558858,1.0,False,False,1.0,,0.0,0,0,False,
