task_type,dataset,ncf,w,accept_rate,accepted_accuracy,accepted_accuracy_delta,singleton_precision,singleton_recall,singleton_correct_count,singleton_count,singleton_precision_recall_defined
binary,ttt,default,1.0,0.96875,1.0,0.015625,1.0,0.96875,186,186,True
binary,ttt,ensured,0.3,0.265625,1.0,0.015625,1.0,0.265625,51,51,True
binary,ttt,ensured,0.5,0.3125,1.0,0.015625,1.0,0.3125,60,60,True
binary,ttt,ensured,0.7,0.9635416666666666,1.0,0.015625,1.0,0.9635416666666666,185,185,True
binary,ttt,ensured,1.0,0.96875,1.0,0.015625,1.0,0.96875,186,186,True
binary,vote,default,0.3,0.6442307692307693,0.9104477611940298,0.06429391504018367,0.9104477611940298,0.5865384615384616,61,67,True
binary,vote,default,0.5,0.6442307692307693,0.9104477611940298,0.06429391504018367,0.9104477611940298,0.5865384615384616,61,67,True
binary,vote,default,0.7,0.6442307692307693,0.9104477611940298,0.06429391504018367,0.9104477611940298,0.5865384615384616,61,67,True
binary,vote,default,1.0,0.6442307692307693,0.9104477611940298,0.06429391504018367,0.9104477611940298,0.5865384615384616,61,67,True
binary,vote,ensured,0.3,0.5576923076923077,0.896551724137931,0.050397877984084904,0.896551724137931,0.5,52,58,True
binary,vote,ensured,0.5,0.5576923076923077,0.896551724137931,0.050397877984084904,0.896551724137931,0.5,52,58,True
binary,vote,ensured,0.7,0.5576923076923077,0.896551724137931,0.050397877984084904,0.896551724137931,0.5,52,58,True
binary,vote,ensured,1.0,0.6442307692307693,0.9104477611940298,0.06429391504018367,0.9104477611940298,0.5865384615384616,61,67,True
binary,wbc,default,0.3,1.0,0.9354838709677419,0.0,0.9247311827956989,0.9247311827956989,86,93,True
binary,wbc,default,0.5,1.0,0.9354838709677419,0.0,0.9247311827956989,0.9247311827956989,86,93,True
binary,wbc,default,0.7,1.0,0.9354838709677419,0.0,0.9247311827956989,0.9247311827956989,86,93,True
binary,wbc,default,1.0,1.0,0.9354838709677419,0.0,0.9247311827956989,0.9247311827956989,86,93,True
binary,wbc,ensured,0.3,0.5161290322580645,0.9375,0.0020161290322581182,0.9375,0.4838709677419355,45,48,True
binary,wbc,ensured,0.5,0.5161290322580645,0.9375,0.0020161290322581182,0.9375,0.4838709677419355,45,48,True
binary,wbc,ensured,0.7,1.0,0.9354838709677419,0.0,0.9247311827956989,0.9247311827956989,86,93,True
binary,wbc,ensured,1.0,1.0,0.9354838709677419,0.0,0.9247311827956989,0.9247311827956989,86,93,True
multiclass,balance,default,0.3,0.864,0.9351851851851852,0.08718518518518525,0.9629629629629629,0.832,104,108,True
multiclass,balance,default,0.5,0.864,0.9351851851851852,0.08718518518518525,0.9629629629629629,0.832,104,108,True
multiclass,balance,default,0.7,0.864,0.9351851851851852,0.08718518518518525,0.9629629629629629,0.832,104,108,True
multiclass,balance,default,1.0,0.864,0.9351851851851852,0.08718518518518525,0.9629629629629629,0.832,104,108,True
multiclass,balance,ensured,0.3,0.496,1.0,0.15200000000000002,1.0,0.496,62,62,True
multiclass,balance,ensured,0.5,0.72,0.9777777777777777,0.12977777777777777,0.9777777777777777,0.704,88,90,True
multiclass,balance,ensured,0.7,0.888,0.9279279279279279,0.07992792792792791,0.9279279279279279,0.824,103,111,True
multiclass,balance,ensured,1.0,0.864,0.9351851851851852,0.08718518518518525,0.9629629629629629,0.832,104,108,True
multiclass,cars,default,0.3,0.953757225433526,0.9727272727272728,0.013189700472937549,0.9727272727272728,0.9277456647398844,321,330,True
multiclass,cars,default,0.5,0.953757225433526,0.9727272727272728,0.013189700472937549,0.9727272727272728,0.9277456647398844,321,330,True
multiclass,cars,default,0.7,0.953757225433526,0.9727272727272728,0.013189700472937549,0.9727272727272728,0.9277456647398844,321,330,True
multiclass,cars,default,1.0,0.953757225433526,0.9727272727272728,0.013189700472937549,0.9727272727272728,0.9277456647398844,321,330,True
multiclass,cars,ensured,0.3,0.8670520231213873,0.9966666666666667,0.037129094412331476,0.9966666666666667,0.8641618497109826,299,300,True
multiclass,cars,ensured,0.5,0.9566473988439307,0.9697885196374623,0.01025094738312704,0.9697885196374623,0.9277456647398844,321,331,True
multiclass,cars,ensured,0.7,0.9624277456647399,0.96996996996997,0.010432397715634756,0.9669669669669669,0.930635838150289,322,333,True
multiclass,cars,ensured,1.0,0.953757225433526,0.9727272727272728,0.013189700472937549,0.9727272727272728,0.9277456647398844,321,330,True
multiclass,cmc,default,0.3,0.18305084745762712,0.7777777777777778,0.2625235404896422,0.7592592592592593,0.13898305084745763,41,54,True
multiclass,cmc,default,0.5,0.18305084745762712,0.7777777777777778,0.2625235404896422,0.7592592592592593,0.13898305084745763,41,54,True
multiclass,cmc,default,0.7,0.18305084745762712,0.7777777777777778,0.2625235404896422,0.7592592592592593,0.13898305084745763,41,54,True
multiclass,cmc,default,1.0,0.18305084745762712,0.7777777777777778,0.2625235404896422,0.7592592592592593,0.13898305084745763,41,54,True
