rank,risk_score,length,args,branches,file,line,function
337,56,28,2,4,src/calibrated_explanations/plugins/registry.py,1323,register_plot_style
338,56,26,3,2,src/calibrated_explanations/calibration/venn_abers.py,305,exponent_scaling_list
339,55,35,1,4,src/calibrated_explanations/plugins/registry.py,736,validate_interval_metadata
340,55,27,2,4,src/calibrated_explanations/plugins/builtins.py,1136,build
341,55,24,2,5,src/calibrated_explanations/utils/helper.py,117,safe_import
342,55,20,1,9,src/calibrated_explanations/core/calibrated_explainer.py,1634,__repr__
343,55,20,1,9,src/calibrated_explanations/plugins/cli.py,59,coerce_string_tuple
344,55,20,4,1,src/calibrated_explanations/explanations/explanation.py,1470,_get_rule_str
345,55,19,3,4,src/calibrated_explanations/core/validation.py,164,infer_task
346,55,19,3,4,src/calibrated_explanations/parallel/parallel.py,270,_tiny_workload_threshold
347,55,18,2,7,src/calibrated_explanations/core/wrap_explainer.py,835,_serialise_preprocessor_value
348,54,27,3,1,src/calibrated_explanations/core/wrap_explainer.py,430,explain_fast
349,54,27,3,1,src/calibrated_explanations/utils/perturbation.py,102,gaussian_perturbation
350,54,25,1,7,src/calibrated_explanations/explanations/explanations.py,756,probabilities
351,54,19,4,1,src/calibrated_explanations/core/prediction/interval_registry.py,74,_constant_sigma
352,53,34,2,1,src/calibrated_explanations/explanations/explanations.py,1446,from_collection
353,53,30,1,5,src/calibrated_explanations/plugins/registry.py,1415,find_plot_plugin_trusted
354,53,26,3,1,src/calibrated_explanations/core/wrap_explainer.py,399,explore_alternatives
355,53,20,3,3,src/calibrated_explanations/calibration/venn_abers.py,144,__predict_proba_with_difficulty
356,52,30,2,2,src/calibrated_explanations/core/explain/_computation.py,49,discretize
357,52,27,2,3,src/calibrated_explanations/calibration/state.py,84,set_y_cal
358,52,27,2,3,src/calibrated_explanations/core/explain/_helpers.py,222,compute_weight_delta
359,52,20,4,0,src/calibrated_explanations/core/calibrated_explainer.py,2247,predict_reject
360,51,35,2,0,src/calibrated_explanations/plugins/manager.py,491,initialize_from_kwargs
361,51,29,2,2,src/calibrated_explanations/explanations/explanations.py,1595,__init__
362,51,28,1,5,src/calibrated_explanations/core/explain/orchestrator.py,1189,instantiate_plugin
363,51,25,1,6,src/calibrated_explanations/plugins/registry.py,2020,_resolve_plugin_from_name
364,51,24,3,1,src/calibrated_explanations/cache/explanation_cache.py,57,get_calibration_summaries
365,51,22,1,7,src/calibrated_explanations/plugins/cli.py,177,_emit_discovery_report
366,51,19,1,8,src/calibrated_explanations/explanations/explanation.py,763,to_python_number
367,51,19,1,8,src/calibrated_explanations/viz/builders.py,379,_key
368,51,19,4,0,src/calibrated_explanations/core/wrap_explainer.py,666,predict_reject
369,51,18,3,3,src/calibrated_explanations/viz/builders.py,152,_normalize_interval_bounds
370,51,15,3,4,src/calibrated_explanations/viz/plugins.py,51,render
371,51,12,3,5,src/calibrated_explanations/core/wrap_explainer.py,971,_format_proba_output
372,50,22,2,4,src/calibrated_explanations/core/wrap_explainer.py,915,_pre_fit_preprocess
373,50,20,3,2,src/calibrated_explanations/calibration/interval_regressor.py,95,_append_calibration_buffer
374,50,18,1,8,src/calibrated_explanations/plugins/cli.py,128,_emit_plot_descriptor
375,50,18,4,0,src/calibrated_explanations/explanations/explanation.py,3648,add_conjunctions
376,50,13,2,7,src/calibrated_explanations/plotting.py,151,_format_save_path
377,50,10,5,0,src/calibrated_explanations/parallel/parallel.py,600,_serial_strategy
378,50,10,5,0,src/calibrated_explanations/parallel/parallel.py,672,process_strategy
379,50,10,5,0,src/calibrated_explanations/parallel/parallel.py,733,serial_strategy
380,49,35,1,2,src/calibrated_explanations/calibration/interval_learner.py,136,initialize_interval_learner_for_fast_explainer
381,49,27,2,2,src/calibrated_explanations/plugins/registry.py,1827,_refresh_interval_descriptor_trust
382,49,26,1,5,src/calibrated_explanations/core/narrative_generator.py,557,uncertain_for_alternative_threshold
383,49,23,1,6,src/calibrated_explanations/core/prediction/orchestrator.py,552,ensure_interval_runtime_state
384,49,19,3,2,src/calibrated_explanations/core/wrap_explainer.py,805,_normalize_public_kwargs
385,49,15,2,6,src/calibrated_explanations/plugins/base.py,31,_ensure_sequence_of_strings
386,49,13,3,4,src/calibrated_explanations/ce_agent_utils.py,203,_validate_wrapper_state
387,49,9,5,0,src/calibrated_explanations/core/calibrated_explainer.py,2656,plot
388,49,9,5,0,src/calibrated_explanations/explanations/explanation.py,1001,build_condition_payload
389,48,28,1,4,src/calibrated_explanations/core/explain/parallel_runtime.py,251,_build_explainer_from_spec
390,48,25,1,5,src/calibrated_explanations/core/narrative_generator.py,608,_parse_condition_segment
391,48,24,3,0,src/calibrated_explanations/core/calibrated_explainer.py,1836,_explain
392,48,21,3,1,src/calibrated_explanations/plugins/builtins.py,1181,render
393,48,17,2,5,src/calibrated_explanations/core/narrative_generator.py,109,clean_condition
394,48,16,1,8,src/calibrated_explanations/viz/builders.py,606,_key
395,48,16,1,8,src/calibrated_explanations/viz/builders.py,841,_key
396,48,16,1,8,src/calibrated_explanations/viz/builders.py,1023,_key
397,48,15,3,3,src/calibrated_explanations/cache/cache.py,100,__setitem__
398,48,12,3,4,src/calibrated_explanations/core/wrap_explainer.py,938,_pre_transform
399,48,10,4,2,src/calibrated_explanations/core/test.py,24,map
400,47,25,2,2,src/calibrated_explanations/plugins/registry.py,1866,_refresh_plot_builder_trust
401,47,25,2,2,src/calibrated_explanations/plugins/registry.py,1903,_refresh_plot_renderer_trust
402,47,25,2,2,src/calibrated_explanations/viz/narrative_plugin.py,355,is_alternative
403,47,19,2,4,src/calibrated_explanations/viz/builders.py,201,_legacy_get_fill_color
404,47,18,1,7,src/calibrated_explanations/plugins/cli.py,94,_emit_explanation_descriptor
405,47,17,3,2,src/calibrated_explanations/utils/discretizers.py,175,bins
406,47,17,3,2,src/calibrated_explanations/utils/discretizers.py,246,bins
407,47,17,3,2,src/calibrated_explanations/utils/discretizers.py,313,bins
408,47,17,3,2,src/calibrated_explanations/utils/discretizers.py,384,bins
409,47,17,3,2,src/calibrated_explanations/viz/serializers.py,96,validate_kind_and_mode
410,47,16,2,5,src/calibrated_explanations/parallel/parallel.py,445,resolve_strategy
411,47,15,4,0,src/calibrated_explanations/core/prediction/orchestrator.py,589,check_interval_runtime_metadata
412,47,14,3,3,src/calibrated_explanations/explanations/explanation.py,961,_parse_condition
413,47,12,4,1,src/calibrated_explanations/plugins/registry.py,1757,_list_descriptors
414,46,43,0,1,src/calibrated_explanations/plugins/explanations_fast.py,12,register_fast_explanation_plugin
415,46,32,1,2,src/calibrated_explanations/utils/exceptions.py,70,explain_exception
416,46,29,1,3,src/calibrated_explanations/core/difficulty_estimator_helpers.py,6,validate_difficulty_estimator
417,46,27,2,1,src/calibrated_explanations/calibration/interval_regressor.py,407,_
418,46,24,2,2,src/calibrated_explanations/explanations/reject.py,41,_missing_
419,46,22,3,0,src/calibrated_explanations/core/explain/_base.py,31,supports
420,46,19,3,1,src/calibrated_explanations/api/config.py,233,perf_feature_filter
421,46,19,3,1,src/calibrated_explanations/core/wrap_explainer.py,1206,normalize_public_kwargs
422,46,16,3,2,src/calibrated_explanations/viz/builders.py,55,__setattr__
423,46,12,2,6,src/calibrated_explanations/plugins/cli.py,183,_emit_records
424,45,30,0,5,src/calibrated_explanations/plugins/registry.py,1026,ensure_builtin_plugins
425,45,28,1,3,src/calibrated_explanations/api/params.py,62,validate_param_combination
426,45,26,2,1,src/calibrated_explanations/cache/cache.py,724,reset_version
427,45,26,2,1,src/calibrated_explanations/plugins/registry.py,178,_warn_untrusted_plugin
428,45,22,1,5,src/calibrated_explanations/plotting.py,33,derive_threshold_labels
429,45,22,1,5,src/calibrated_explanations/plugins/registry.py,1391,find_plot_plugin
430,45,21,3,0,src/calibrated_explanations/core/wrap_explainer.py,458,explain_lime
431,45,20,2,3,src/calibrated_explanations/plugins/registry.py,714,_ensure_string
432,45,18,3,1,src/calibrated_explanations/calibration/venn_abers.py,165,predict
433,45,18,3,1,src/calibrated_explanations/explanations/explanation.py,3066,ensured_explanations
434,45,17,2,4,src/calibrated_explanations/explanations/explanation.py,1834,get_rules_by_feature
435,45,17,2,4,src/calibrated_explanations/explanations/explanation.py,2951,get_rules_by_feature
436,45,13,4,0,src/calibrated_explanations/plugins/predict.py,48,predict_interval
437,45,12,3,3,src/calibrated_explanations/core/reject/orchestrator.py,403,register_strategy
438,44,28,2,0,src/calibrated_explanations/core/explain/_helpers.py,25,validate_and_prepare_input
439,44,24,1,4,src/calibrated_explanations/plugins/registry.py,2047,trust_plugin
440,44,17,3,1,src/calibrated_explanations/cache/explanation_cache.py,162,set_feature_names_cache
441,44,17,3,1,src/calibrated_explanations/explanations/explanation.py,1805,_factual_rule_to_dict
442,44,11,3,3,src/calibrated_explanations/parallel/parallel.py,721,_emit
443,44,9,4,1,src/calibrated_explanations/plugins/builtins.py,309,explain
444,43,23,1,4,src/calibrated_explanations/viz/serializers.py,345,_safe_floats
445,43,20,1,5,src/calibrated_explanations/cache/cache.py,224,hash_part
446,43,18,2,3,src/calibrated_explanations/calibration/interval_regressor.py,126,_append_bins
447,43,15,2,4,src/calibrated_explanations/explanations/explanation.py,945,convert_condition_value
448,43,14,1,7,src/calibrated_explanations/explanations/explanation.py,812,compute_confidence_level
449,43,12,2,5,src/calibrated_explanations/plugins/builtins.py,1318,_normalise_sequence
450,43,12,2,5,src/calibrated_explanations/viz/matplotlib_adapter.py,367,_header_caption
451,43,10,3,3,src/calibrated_explanations/cache/cache.py,575,_emit
452,43,8,4,1,src/calibrated_explanations/cache/cache.py,702,compute
453,42,28,1,2,src/calibrated_explanations/cache/cache.py,586,__getstate__
454,42,28,1,2,src/calibrated_explanations/explanations/explanation.py,893,_build_instance_uncertainty
455,42,26,2,0,src/calibrated_explanations/core/prediction/orchestrator.py,88,__init__
456,42,25,1,3,src/calibrated_explanations/plotting.py,308,update_plot_config
457,42,20,2,2,src/calibrated_explanations/plugins/registry.py,1791,_refresh_descriptor_trust
458,42,19,1,5,src/calibrated_explanations/plugins/registry.py,392,_resolve_plugin_module_file
459,42,18,3,0,src/calibrated_explanations/core/calibrated_explainer.py,2136,rule_boundaries
460,42,18,3,0,src/calibrated_explanations/core/calibrated_explainer.py,2228,initialize_reject_learner
461,42,12,3,2,src/calibrated_explanations/calibration/interval_regressor.py,146,_ensure_capacity
462,42,9,3,3,src/calibrated_explanations/calibration/venn_abers.py,276,_select_interval_summary
463,41,30,1,1,src/calibrated_explanations/core/config_helpers.py,155,split_csv
464,41,30,1,1,src/calibrated_explanations/plugins/builtins.py,166,collection_to_batch
465,41,21,1,4,src/calibrated_explanations/explanations/explanation.py,326,ignored_features_for_instance
466,41,19,2,2,src/calibrated_explanations/calibration/interval_regressor.py,574,bins
467,41,19,2,2,src/calibrated_explanations/utils/discretizers.py,107,discretize
468,41,18,1,5,src/calibrated_explanations/plotting.py,171,_resolve_explainer_from_explanation
469,41,17,3,0,src/calibrated_explanations/explanations/explanation.py,462,plot
470,41,17,3,0,src/calibrated_explanations/plugins/predict_monitor.py,197,predict_proba
471,41,16,2,3,src/calibrated_explanations/core/reject/orchestrator.py,416,resolve_strategy
472,41,16,2,3,src/calibrated_explanations/plugins/intervals.py,52,__setstate__
473,41,16,2,3,src/calibrated_explanations/utils/helper.py,630,safe_mean
474,41,11,3,2,src/calibrated_explanations/ce_agent_utils.py,631,get_uncalibrated_predictions
475,41,9,4,0,src/calibrated_explanations/plugins/registry.py,352,ensure_sequence
476,41,9,4,0,src/calibrated_explanations/plugins/registry.py,368,normalise_dependency_field
477,41,9,4,0,src/calibrated_explanations/testing/parity_compare.py,57,add_diff
478,41,6,4,1,src/calibrated_explanations/cache/cache.py,695,set
479,40,29,1,1,src/calibrated_explanations/serialization.py,162,from_json
480,40,21,2,1,src/calibrated_explanations/calibration/interval_regressor.py,384,_
481,40,20,1,4,src/calibrated_explanations/plugins/builtins.py,66,derive_threshold_labels
482,40,16,3,0,src/calibrated_explanations/core/wrap_explainer.py,480,explain_shap
483,40,16,3,0,src/calibrated_explanations/core/wrap_explainer.py,1171,format_proba_output
484,40,14,1,6,src/calibrated_explanations/plugins/cli.py,148,_emit_plot_builder_descriptor
485,40,14,1,6,src/calibrated_explanations/utils/int_utils.py,24,coerce_to_int
486,40,12,2,4,src/calibrated_explanations/core/prediction/orchestrator.py,576,gather_interval_hints
487,40,10,3,2,src/calibrated_explanations/core/explain/_helpers.py,77,slice_bins
488,40,10,3,2,src/calibrated_explanations/viz/plotspec.py,190,setdefault
489,40,8,4,0,src/calibrated_explanations/calibration/interval_regressor.py,117,append_calibration_buffer
490,39,28,1,1,src/calibrated_explanations/plugins/manager.py,527,initialize_chains
491,39,20,2,1,src/calibrated_explanations/core/explain/parallel_runtime.py,156,build_config
492,39,19,1,4,src/calibrated_explanations/core/wrap_explainer.py,895,_build_preprocessor_metadata
493,39,17,2,2,src/calibrated_explanations/legacy/plotting.py,844,__get_fill_color
494,39,15,3,0,src/calibrated_explanations/explanations/explanation.py,600,add_conjunctions
495,39,12,3,1,src/calibrated_explanations/plugins/registry.py,123,_should_trust
496,39,11,2,4,src/calibrated_explanations/ce_agent_utils.py,159,_supports_kwarg
497,39,7,4,0,src/calibrated_explanations/core/prediction/interval_registry.py,94,constant_sigma
498,38,38,0,0,src/calibrated_explanations/plotting.py,268,load_plot_config
499,38,27,1,1,src/calibrated_explanations/viz/builders.py,172,_legacy_color_brew
500,38,19,2,1,src/calibrated_explanations/cache/explanation_cache.py,142,get_feature_names_cache
501,38,19,2,1,src/calibrated_explanations/core/prediction/interval_registry.py,54,get_sigma_test
502,38,18,1,4,src/calibrated_explanations/plugins/cli.py,341,_cmd_explain_interval
503,38,15,1,5,src/calibrated_explanations/explanations/explanation.py,827,normalize_threshold_value
504,38,15,1,5,src/calibrated_explanations/explanations/explanations.py,727,class_labels
505,38,14,3,0,src/calibrated_explanations/core/explain/sequential.py,65,supports
506,38,14,3,0,src/calibrated_explanations/explanations/explanation.py,2925,_alternative_rule_to_dict
507,38,14,3,0,src/calibrated_explanations/parallel/parallel.py,154,__init__
508,38,13,2,3,src/calibrated_explanations/explanations/explanation.py,926,_safe_feature_name
509,38,13,2,3,src/calibrated_explanations/explanations/explanations.py,571,from_json
510,38,10,2,4,src/calibrated_explanations/core/prediction_helpers.py,193,get_label
511,38,10,2,4,src/calibrated_explanations/explanations/explanation.py,2974,__extracted_non_conjunctive_rules
512,38,8,3,2,src/calibrated_explanations/legacy/plotting.py,64,compose_save_target
513,38,6,4,0,src/calibrated_explanations/core/explain/helpers.py,28,slice_threshold
514,37,29,1,0,src/calibrated_explanations/utils/helper.py,573,immutable_array
515,37,26,1,1,src/calibrated_explanations/core/calibrated_explainer.py,379,require_plugin_manager
516,37,23,1,2,src/calibrated_explanations/api/params.py,95,warn_on_aliases
517,37,21,2,0,src/calibrated_explanations/core/explain/orchestrator.py,71,__init__
518,37,20,1,3,src/calibrated_explanations/core/calibrated_explainer.py,1302,enable_fast_mode
519,37,17,1,4,src/calibrated_explanations/plugins/cli.py,322,_cmd_validate_interval
520,37,15,2,2,src/calibrated_explanations/core/wrap_explainer.py,955,_finalize_fit
521,37,15,2,2,src/calibrated_explanations/plugins/registry.py,697,_ensure_bool
522,37,14,1,5,src/calibrated_explanations/core/narrative_generator.py,593,_split_conjunctive_conditions
523,37,13,3,0,src/calibrated_explanations/core/calibrated_explainer.py,1434,append_cal
524,37,12,2,3,src/calibrated_explanations/cache/cache.py,129,__getitem__
525,37,12,2,3,src/calibrated_explanations/core/prediction_helpers.py,70,validate_and_prepare_input
526,37,7,3,2,src/calibrated_explanations/explanations/_conjunctions.py,215,get_normalization_key
527,37,5,4,0,src/calibrated_explanations/core/test.py,14,map
528,37,5,4,0,src/calibrated_explanations/explanations/_conjunctions.py,92,set_base_prediction
529,37,5,4,0,src/calibrated_explanations/plugins/builtins.py,148,predict_interval
530,36,25,1,1,src/calibrated_explanations/calibration/interval_regressor.py,346,pre_fit_for_probabilistic
531,36,22,1,2,src/calibrated_explanations/plugins/registry.py,606,_normalise_tasks
532,36,20,2,0,src/calibrated_explanations/calibration/interval_learner.py,22,assign_threshold
533,36,17,2,1,src/calibrated_explanations/plugins/manager.py,828,get_bridge_monitor
534,36,13,1,5,src/calibrated_explanations/explanations/explanations.py,49,_jsonify
535,36,11,2,3,src/calibrated_explanations/ce_agent_utils.py,172,_filter_kwargs
536,36,4,4,0,src/calibrated_explanations/core/reject/orchestrator.py,366,predict_reject
537,35,24,1,1,src/calibrated_explanations/core/calibrated_explainer.py,2666,calibrated_confusion_matrix
538,35,24,1,1,src/calibrated_explanations/utils/helper.py,604,prepare_for_saving
539,35,21,1,2,src/calibrated_explanations/explanations/explanations.py,830,get_confidence
540,35,21,1,2,src/calibrated_explanations/plugins/cli.py,361,_cmd_set_default
541,35,21,1,2,src/calibrated_explanations/utils/helper.py,522,convert_targets_to_numeric
542,35,19,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1544,_get_sigma_test
543,35,18,1,3,src/calibrated_explanations/api/params.py,42,canonicalize_kwargs
544,35,16,2,1,src/calibrated_explanations/explanations/explanations.py,155,copy
545,35,15,1,4,src/calibrated_explanations/core/narrative_generator.py,133,_as_float_list
546,35,13,2,2,src/calibrated_explanations/core/config_helpers.py,38,set_toml_modules_for_testing
547,35,12,1,5,src/calibrated_explanations/testing/parity_compare.py,33,normalize
548,35,11,3,0,src/calibrated_explanations/explanations/explanation.py,3672,add_new_rule_condition
549,35,11,3,0,src/calibrated_explanations/plugins/manager.py,865,set_explanation_plugin_instance
550,35,11,3,0,src/calibrated_explanations/plugins/manager.py,896,set_explanation_plugin_identifier
551,35,11,3,0,src/calibrated_explanations/utils/deprecations.py,95,deprecate_alias
552,35,10,2,3,src/calibrated_explanations/plotting.py,483,_finite_or
553,35,8,3,1,src/calibrated_explanations/cache/cache.py,91,get
554,35,3,4,0,src/calibrated_explanations/calibration/interval_regressor.py,624,ensure_capacity
555,35,3,4,0,src/calibrated_explanations/calibration/interval_wrappers.py,97,compute_proba_cal
556,35,3,4,0,src/calibrated_explanations/calibration/interval_wrappers.py,101,insert_calibration
557,35,3,4,0,src/calibrated_explanations/core/calibrated_explainer.py,596,__exit__
558,35,3,4,0,src/calibrated_explanations/plugins/base.py,26,explain
559,34,18,2,0,src/calibrated_explanations/core/wrap_explainer.py,628,set_difficulty_estimator
560,34,18,2,0,src/calibrated_explanations/core/wrap_explainer.py,647,initialize_reject_learner
561,34,18,2,0,src/calibrated_explanations/explanations/adapters.py,18,legacy_to_domain
562,34,17,1,3,src/calibrated_explanations/explanations/explanation.py,1711,_check_preconditions
563,34,17,1,3,src/calibrated_explanations/explanations/explanation.py,2653,_check_preconditions
564,34,14,1,4,src/calibrated_explanations/explanations/explanations.py,783,lower
565,34,14,1,4,src/calibrated_explanations/explanations/explanations.py,799,upper
566,34,14,1,4,src/calibrated_explanations/parallel/parallel.py,239,cancel
567,34,14,1,4,src/calibrated_explanations/plugins/intervals.py,26,__post_init__
568,34,12,2,2,src/calibrated_explanations/core/calibrated_explainer.py,503,resolve_parallel_executor
569,34,12,2,2,src/calibrated_explanations/explanations/models.py,79,_safe_pick
570,34,11,1,5,src/calibrated_explanations/core/prediction/orchestrator.py,56,_freeze_context_value
571,34,11,1,5,src/calibrated_explanations/plugins/cli.py,164,_emit_plot_renderer_descriptor
572,34,9,2,3,src/calibrated_explanations/ce_agent_utils.py,405,_action_suggestion
573,34,7,3,1,src/calibrated_explanations/ce_agent_utils.py,592,add_conjunctions_to_one
574,34,7,3,1,src/calibrated_explanations/plugins/registry.py,286,set_plot_builder
575,34,7,3,1,src/calibrated_explanations/plugins/registry.py,305,set_plot_renderer
576,34,2,4,0,src/calibrated_explanations/plugins/intervals.py,105,compute_proba_cal
577,34,2,4,0,src/calibrated_explanations/plugins/intervals.py,108,insert_calibration
578,33,22,1,1,src/calibrated_explanations/ce_agent_utils.py,218,ensure_ce_first_wrapper
579,33,22,1,1,src/calibrated_explanations/calibration/summaries.py,26,invalidate_calibration_summaries
580,33,22,1,1,src/calibrated_explanations/legacy/plotting.py,820,__color_brew
581,33,22,1,1,src/calibrated_explanations/viz/coloring.py,14,color_brew
582,33,19,1,2,src/calibrated_explanations/viz/matplotlib_adapter.py,347,_regression_sign_colors
583,33,17,2,0,src/calibrated_explanations/core/wrap_explainer.py,1188,normalize_auto_encode_flag
584,33,14,2,1,src/calibrated_explanations/ce_agent_utils.py,110,optional_cache
585,33,14,2,1,src/calibrated_explanations/core/explain/_helpers.py,89,merge_ignore_features
586,33,13,1,4,src/calibrated_explanations/core/explain/_feature_filter.py,122,safe_len_feature_weights
587,33,13,1,4,src/calibrated_explanations/explanations/explanation.py,784,normalize_percentile_value
588,33,13,1,4,src/calibrated_explanations/explanations/_conjunctions.py,201,_normalize_value_entry
589,33,13,1,4,src/calibrated_explanations/plugins/explanations.py,226,_freeze_value
590,33,13,1,4,src/calibrated_explanations/plugins/registry.py,58,_normalise_trust
591,33,11,2,2,src/calibrated_explanations/explanations/models.py,96,_rb_pick
592,33,6,3,1,src/calibrated_explanations/cache/cache.py,688,get
593,33,6,3,1,src/calibrated_explanations/core/validation.py,35,validate_type
594,33,6,3,1,src/calibrated_explanations/explanations/explanations.py,1856,__setattr__
595,32,24,1,0,src/calibrated_explanations/explanations/explanation.py,2800,__set_up_result
596,32,24,1,0,src/calibrated_explanations/perf/__init__.py,45,from_config
597,32,21,1,1,src/calibrated_explanations/cache/cache.py,370,__reduce__
598,32,16,2,0,src/calibrated_explanations/plotting.py,241,resolve_plot_style_chain
599,32,16,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1391,x_cal
600,32,16,2,0,src/calibrated_explanations/core/calibrated_explainer.py,2119,discretize
601,32,12,1,4,src/calibrated_explanations/ce_agent_utils.py,315,_format_probability
602,32,12,1,4,src/calibrated_explanations/explanations/reject.py,113,metadata
603,32,12,1,4,src/calibrated_explanations/plugins/cli.py,114,_emit_interval_descriptor
604,32,10,2,2,src/calibrated_explanations/cache/cache.py,615,__setstate__
605,32,10,2,2,src/calibrated_explanations/explanations/explanation.py,1823,get_rule_by_index
606,32,10,2,2,src/calibrated_explanations/explanations/explanation.py,2940,get_rule_by_index
607,32,8,3,0,src/calibrated_explanations/cache/cache.py,250,make_key
608,32,8,3,0,src/calibrated_explanations/core/calibrated_explainer.py,1655,obtain_interval_calibrator
609,32,8,3,0,src/calibrated_explanations/plugins/plots.py,118,build
610,32,8,3,0,src/calibrated_explanations/plugins/plots.py,127,render
611,32,8,3,0,src/calibrated_explanations/utils/discretizers.py,98,bins
612,32,5,3,1,src/calibrated_explanations/cache/cache.py,142,get
613,32,5,3,1,src/calibrated_explanations/viz/plotspec.py,209,get
614,31,23,1,0,src/calibrated_explanations/explanations/explanation.py,3620,__repr__
615,31,17,1,2,src/calibrated_explanations/explanations/explanations.py,1380,as_shap
616,31,17,1,2,src/calibrated_explanations/plugins/registry.py,773,validate_plot_builder_metadata
617,31,12,2,1,src/calibrated_explanations/explanations/reject.py,190,__getitem__
618,31,11,1,4,src/calibrated_explanations/logging.py,70,logging_context
619,31,11,1,4,src/calibrated_explanations/core/validation.py,185,_as_2d_array
620,31,9,2,2,src/calibrated_explanations/core/narrative_generator.py,163,has_wide_prediction_interval
621,31,9,2,2,src/calibrated_explanations/plugins/registry.py,137,_update_trust_keys
622,31,7,3,0,src/calibrated_explanations/calibration/interval_wrappers.py,69,predict_proba
623,31,6,2,3,src/calibrated_explanations/core/validation.py,260,validate_fit_state
624,30,14,2,0,src/calibrated_explanations/calibration/interval_wrappers.py,31,__getitem__
625,30,14,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1529,interval_learner
626,30,14,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1564,get_sigma_test
627,30,14,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1664,preload_lime
628,30,14,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1679,preload_shap
629,30,14,2,0,src/calibrated_explanations/core/wrap_explainer.py,985,serialise_preprocessor_value
630,30,14,2,0,src/calibrated_explanations/core/wrap_explainer.py,1000,extract_preprocessor_snapshot
631,30,14,2,0,src/calibrated_explanations/core/wrap_explainer.py,1025,pre_fit_preprocess
632,30,14,2,0,src/calibrated_explanations/core/wrap_explainer.py,1040,pre_transform
633,30,14,2,0,src/calibrated_explanations/core/wrap_explainer.py,1055,maybe_preprocess_for_inference
634,30,14,2,0,src/calibrated_explanations/core/wrap_explainer.py,1156,finalize_fit
635,30,14,2,0,src/calibrated_explanations/plugins/manager.py,850,get_explanation_plugin_instance
636,30,14,2,0,src/calibrated_explanations/plugins/manager.py,881,get_explanation_plugin_identifier
637,30,13,1,3,src/calibrated_explanations/core/calibrated_explainer.py,600,infer_explanation_mode
638,30,13,1,3,src/calibrated_explanations/viz/__init__.py,137,__getattr__
639,30,8,2,2,src/calibrated_explanations/ce_agent_utils.py,100,_emit
640,30,8,2,2,src/calibrated_explanations/cache/cache.py,548,_safe_estimate
641,30,6,3,0,src/calibrated_explanations/core/explain/helpers.py,36,slice_bins
642,30,6,3,0,src/calibrated_explanations/parallel/parallel.py,744,emit
643,29,13,2,0,src/calibrated_explanations/cache/cache.py,77,__getitem__
644,29,13,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1459,get_calibration_summaries
645,29,13,2,0,src/calibrated_explanations/core/wrap_explainer.py,776,set_preprocessor_metadata
646,29,12,1,3,src/calibrated_explanations/core/wrap_explainer.py,1252,_convert
647,29,12,1,3,src/calibrated_explanations/explanations/explanation.py,303,get_explainer
648,29,12,1,3,src/calibrated_explanations/explanations/explanation.py,2515,_format_feature
649,29,10,2,1,src/calibrated_explanations/cache/explanation_cache.py,186,reset_version
650,29,10,2,1,src/calibrated_explanations/plugins/builtins.py,323,initialize
651,29,10,2,1,src/calibrated_explanations/viz/narrative_plugin.py,51,__init__
652,29,9,1,4,src/calibrated_explanations/plotting.py,140,split_csv
653,29,5,3,0,src/calibrated_explanations/cache/cache.py,119,__init__
654,29,5,3,0,src/calibrated_explanations/core/calibrated_explainer.py,1093,initialize_interval_learner_for_fast_explainer
655,29,5,3,0,src/calibrated_explanations/core/explain/benchmarks.py,32,__init__
656,28,17,1,1,src/calibrated_explanations/explanations/explanation.py,1592,__repr__
657,28,14,1,2,src/calibrated_explanations/api/config.py,253,build_config
658,28,11,1,3,src/calibrated_explanations/core/narrative_generator.py,384,rank_key
659,28,11,1,3,src/calibrated_explanations/explanations/explanations.py,714,feature_names
660,28,9,2,1,src/calibrated_explanations/core/calibrated_explainer.py,1502,feature_names
661,28,6,2,2,src/calibrated_explanations/core/wrap_explainer.py,791,_assert_fitted
662,28,6,2,2,src/calibrated_explanations/core/wrap_explainer.py,798,_assert_calibrated
663,28,4,3,0,src/calibrated_explanations/explanations/_conjunctions.py,223,has_combination_key
664,28,4,3,0,src/calibrated_explanations/explanations/_conjunctions.py,228,register_combination_key
665,28,4,3,0,src/calibrated_explanations/plugins/explanations.py,67,__init__
666,28,4,3,0,src/calibrated_explanations/plugins/intervals.py,118,create
667,28,4,3,0,src/calibrated_explanations/plugins/plots.py,113,__init__
668,28,4,3,0,src/calibrated_explanations/utils/exceptions.py,31,__init__
669,28,4,3,0,src/calibrated_explanations/viz/builders.py,44,__init__
670,27,16,1,1,src/calibrated_explanations/core/calibration_helpers.py,33,__getattr__
671,27,13,1,2,src/calibrated_explanations/core/narrative_generator.py,456,extract_feature_name_from_rule
672,27,11,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1422,y_cal
673,27,11,2,0,src/calibrated_explanations/core/calibrated_explainer.py,735,_explain_fn
674,27,11,2,0,src/calibrated_explanations/core/explain/orchestrator.py,347,_explain_fn
